word,transcription
armastaa,/ˈɑrmɑstɑː/
armahtaa,/ˈɑrmɑhtɑː/
armotoin,/ˈɑrmotoi̯n/
arvata,/ˈɑrʋɑtɑ/
arvo,/ˈɑrʋo/
arvaavalliin,/ˈɑrʋɑːʋɑlːine/
artteli,/ˈɑrtːeli/
arpa,/ˈɑrpɑ/
arvoittaa,/ˈɑrʋoi̯tːɑː/
arvolliin,/ˈɑrʋolːine/
arvaava,/ˈɑrʋɑːʋɑ/
asettaa,/ˈɑsetːɑː/
arvokas,/ˈɑrʋokɑs/
asettaissa,/ˈɑsetːɑi̯sːɑ/
ast,/ˈɑstɑ/
asettua,/ˈɑsetːuɑ/
asse,/ˈɑsːe/
astava,/ˈɑstɑʋɑ/
astarga,/ˈɑstɑrɡɑ/
astua,/ˈɑstuɑ/
atlasnoi,/ˈɑtlɑsnoi̯/
astavoittaa,/ˈɑstɑʋoi̯tːɑː/
aukinain,/ˈɑu̯kinɑi̯ne/
auki,/ˈɑu̯ki/
aukka,/ˈɑu̯kːɑ/
Australia,/ˈɑu̯strɑliɑ/
atamaani,/ˈɑtɑmɑːni/
Atu,/ˈɑtu/
aukko,/ˈɑu̯kːo/
avahua,/ˈɑʋɑhuɑ/
avaro,/ˈɑʋɑro/
avata,/ˈɑʋɑtɑ/
avgusta,/ˈɑʋɡustɑ/
avahtua,/ˈɑʋɑhtuɑ/
aula,/ˈɑulɑ/
avaroittaa,/ˈɑʋɑroi̯tːɑː/
avanto,/ˈɑʋɑnto/
avattu,/ˈɑʋɑtːu/
avvain,/ˈɑʋɑi̯ne/
avonain,/ˈɑʋonɑi̯ne/
azbukki,/ˈɑzbukːi/
avollaa,/ˈɑʋolːɑː/
avittaa,/ˈɑʋitːɑː/
baabuška,/ˈbɑːbuʃkɑ/
avosuu,/ˈɑʋosuː/
avuttaa,/ˈɑʋutːɑː/
balagana,/ˈbɑlɑɡɑnɑ/
babka,/ˈbɑbkɑ/
banttasolmi,/ˈbɑntːɑsolmi/
bajani,/ˈbɑjɑni/
balalaikka,/ˈbɑlɑlɑi̯kːɑ/
bankivakana,/ˈbɑŋkiʋɑkɑnɑ/
bankivakukko,/ˈbɑŋkiʋɑkukːo/
barabana,/ˈbɑrɑbɑnɑ/
barometra,/ˈbɑrometrɑ/
begemootta,/ˈbeɡemoːtːɑ/
bantta,/ˈbɑntːɑ/
bardakka,/ˈbɑrdɑkːɑ/
bašmakki,/ˈbɑʃmɑkːi/
bibliotekka,/ˈbibliotekːɑ/
bedra,/ˈbedrɑ/
bašmakka,/ˈbɑʃmɑkːɑ/
beekki,/ˈbeːkːi/
Bibliä,/ˈbibliæ/
bläättiä,/ˈblæːtːiæ/
bläädi,/ˈblæːdi/
bintta,/ˈbintːɑ/
boinoi,/ˈboi̯noi̯/
bomba,/ˈbombɑ/
boltuška,/ˈboltuʃkɑ/
borkkana,/ˈborkːɑnɑ/
bohatteri,/ˈbohɑtːeri/
bortsa,/ˈbort͡sɑ/
bolnitsa,/ˈbolnit͡sɑ/
boravikko,/ˈborɑʋikːo/
broška,/ˈbroʃkɑ/
bombittaa,/ˈbombitːɑː/
brigada,/ˈbriɡɑdɑ/
bukva,/ˈbukʋɑ/
bukvat,/ˈbukʋɑt/
bronha,/ˈbronhɑ/
braakkaa,/ˈbrɑːkːɑː/
budilnikka,/ˈbudilnikːɑ/
bulafka,/ˈbulɑfkɑ/
bulkka,/ˈbulkːɑ/
bumaga,/ˈbumɑɡɑ/
burnoi,/ˈburnoi̯/
bähättää,/ˈbæhætːæː/
bäkättää,/ˈbækætːæː/
cakatella,/ˈt͡ʃɑkɑtelːɑ/
bälättää,/ˈbælætːæː/
cerdakka,/ˈt͡ʃerdɑkːɑ/
bärämä,/ˈbæræmæ/
cernila,/ˈt͡ʃernilɑ/
cecevitsa,/ˈt͡ʃet͡ʃeʋit͡sɑ/
cereda,/ˈt͡ʃeredɑ/
cerepaha,/ˈt͡ʃerepɑhɑ/
cakattaa,/ˈt͡ʃɑkɑtːɑː/
certežä,/ˈt͡ʃerteʒæ/
cikertää,/ˈt͡ʃikertæː/
cesnokka,/ˈt͡ʃesnokːɑ/
ciukkaa,/ˈt͡ʃiu̯kːɑː/
certeža,/ˈt͡ʃerteʒɑ/
cudakka,/ˈt͡ʃudɑkːɑ/
clena,/ˈt͡ʃlenɑ/
cuguna,/ˈt͡ʃuɡunɑ/
cortta,/ˈt͡ʃortːɑ/
curahtaa,/ˈt͡ʃurɑhtɑː/
cukca,/ˈt͡ʃukt͡ʃɑ/
cäinikkä,/ˈt͡ʃæi̯nikːæ/
cur,/ˈt͡ʃur/
da,/ˈdɑ/
cugunikka,/ˈt͡ʃuɡunikːɑ/
dai,/ˈdɑi/
cäinöi,/ˈt͡ʃæi̯nøi̯/
cäsönä,/ˈt͡ʃæsønæ/
davai,/ˈdɑʋɑi̯/
dekabri,/ˈdekɑbri/
Darja,/ˈdɑrjɑ/
detsi,/ˈdet͡si/
daže,/ˈdɑʒe/
Danila,/ˈdɑnilɑ/
dobra,/ˈdobrɑ/
dialekta,/ˈdiɑlektɑ/
dekabrikuu,/ˈdekɑbrikuː/
detsimetra,/ˈdet͡simetrɑ/
dohteri,/ˈdohteri/
doska,/ˈdoskɑ/
draastui,/ˈdrɑːstui̯/
duuba,/ˈduːbɑ/
dohtori,/ˈdohtori/
duumata,/ˈduːmɑtɑ/
dvortsa,/ˈdʋort͡sɑ/
eglen,/ˈeɡlen/
däädä,/ˈdæːdæ/
ehkä,/ˈehkæ/
eelus,/ˈeːlus/
egliin,/ˈeɡline/
ei,/ˈei̯/
ehtiissä,/ˈehtiːsːæ/
eine,/ˈei̯ne/
eik,/ˈei̯kæ/
eitsi,/ˈei̯t͡si/
ehittää,/ˈehitːæː/
ekskavatora,/ˈekskɑʋɑtorɑ/
elektricestva,/ˈelektrit͡ʃestʋɑ/
eksessiva,/ˈeksesːiʋɑ/
elellä,/ˈelelːæ/
eli,/ˈeli/
elektrostantsia,/ˈelektrostɑnt͡siɑ/
eitsinikka,/ˈei̯t͡sinikːɑ/
elo,/ˈelo/
ellää,/ˈelæː/
elohoone,/ˈelohoːne/
elativa,/ˈelɑtiʋɑ/
elokas,/ˈelokɑs/
elkää,/ˈelkæː/
elpyä,/ˈelpyæ/
elokasmaailma,/ˈelokɑsmɑːilmɑ/
elvyttää,/ˈelʋytːæː/
elämä,/ˈelæmæ/
elähtää,/ˈelæhtæː/
elopaikka,/ˈelopɑi̯kːɑ/
elosooni,/ˈelosoːni/
elävä,/ˈelæʋæ/
elustaa,/ˈelustɑː/
emä,/ˈemæ/
elävähoppia,/ˈelæʋæhopiɑ/
elättäjä,/ˈelætːæjæ/
emäin,/ˈemæi̯ne/
emintimä,/ˈemintimæ/
emälammas,/ˈemælɑmːɑs/
emäkasvo,/ˈemækɑsʋo/
emohut,/ˈemohut/
emäkana,/ˈemækɑnɑ/
emo,/ˈemo/
emänoora,/ˈemænoːrɑ/
emätöin,/ˈemætøi̯n/
en,/ˈen/
emäntä,/ˈemæntæ/
emänain,/ˈemænɑi̯ne/
emäpuu,/ˈemæpuː/
enemmittee,/ˈenemːitːeː/
enne,/ˈenːe/
energia,/ˈenerɡiɑ/
enemp,/ˈenempi/
ennää,/ˈenæː/
ennettää,/ˈenːetːæː/
ensi,/ˈensi/
ensikää,/ˈensikæː/
ensistää,/ˈensistæː/
ensiks,/ˈensikse/
entiin,/ˈentine/
ensimäin,/ˈensimæi̯ne/
ensipäivä,/ˈensipæi̯ʋæ/
epäjumala,/ˈepæjumɑlɑ/
epäellä,/ˈepæelːæ/
eri,/ˈeri/
erahussa,/ˈerɑhusːɑ/
epässyttää,/ˈepæsːytːæː/
epästyä,/ˈepæstyæ/
eriksee,/ˈerikseː/
erimittee,/ˈerimitːeː/
erahus,/ˈerɑhus/
erittäin,/ˈeritːæi̯n/
erittyä,/ˈeritːyæ/
ero,/ˈero/
eriliin,/ˈeriline/
erillää,/ˈerilːæː/
erittää,/ˈeritːæː/
erota,/ˈerotɑ/
erojaiset,/ˈerojɑi̯set/
esi,/ˈesi/
erityin,/ˈerityi̯ne/
esimerkiks,/ˈesimerkikse/
eroittaa,/ˈeroi̯tːɑː/
esipertti,/ˈesipertːi/
erroissa,/ˈeroi̯sːɑ/
esijalka,/ˈesijɑlkɑ/
esipaju,/ˈesipɑju/
eso,/ˈeso/
esse,/ˈesːe/
Estonia,/ˈestoniɑ/
estyä,/ˈestyæ/
et,/ˈet/
esipooli,/ˈesipoːli/
estää,/ˈestæː/
eskimosa,/ˈeskimosɑ/
etemmäks,/ˈetemːækse/
essiiva,/ˈesːiːʋɑ/
etemmälle,/ˈetemːælːe/
etemp,/ˈetemp/
etemmäitse,/ˈetemːæi̯t͡se/
etemmittee,/ˈetemːitːeː/
etemmält,/ˈetemːæltæ/
etsijä,/ˈet͡sijæ/
etempäin,/ˈetempæi̯ne/
etso,/ˈet͡so/
etsiä,/ˈet͡siæ/
ettee,/ˈeteː/
etujalka,/ˈetujɑlkɑ/
etähäisys,/ˈetæhæi̯sys/
etähittee,/ˈetæhitːeː/
etähäitse,/ˈetæhæi̯t͡se/
etähääl,/ˈetæːlːæ/
evenka,/ˈeʋeŋkɑ/
evät,/ˈeʋæt/
eus,/ˈeus/
familia,/ˈfɑmiliɑ/
etähält,/ˈetæːltæ/
Europpa,/ˈeu̯ropːɑ/
farfori,/ˈfɑrfori/
fizkulttuura,/ˈfizkultːuːrɑ/
flakku,/ˈflɑkːu/
fartukki,/ˈfɑrtukːi/
flaneli,/ˈflɑneli/
fevralikuu,/ˈfeʋrɑlikuː/
fookusnikka,/ˈfoːkusnikːɑ/
fonettiin,/ˈfonetːine/
forma,/ˈformɑ/
fortocka,/ˈfortot͡ʃkɑ/
fonari,/ˈfonɑri/
frantsilain,/ˈfrɑnt͡silɑi̯ne/
frovva,/ˈfroʋːɑ/
fundamentti,/ˈfundɑmentːi/
furskata,/ˈfurskɑtɑ/
Frantsia,/ˈfrɑnt͡siɑ/
Frolkka,/ˈfrolkːɑ/
gaika,/ˈɡɑi̯kɑ/
föklä,/ˈføklæ/
garmani,/ˈɡɑrmɑni/
garmonššikka,/ˈɡɑrmonʃːikːɑ/
genetiva,/ˈɡenetiʋɑ/
geografia,/ˈɡeoɡrɑfiɑ/
glaisa,/ˈɡlɑi̯sɑ/
gazetti,/ˈɡɑzetːi/
geografiakartta,/ˈɡeoɡrɑfiɑkɑrtːɑ/
glaisikko,/ˈɡlɑi̯sikːo/
glasi,/ˈɡlɑsi/
geografiatunni,/ˈɡeoɡrɑfiɑtunːi/
glava,/ˈɡlɑʋɑ/
gorilla,/ˈɡorilːɑ/
gloobusa,/ˈɡloːbusɑ/
glavnoi,/ˈɡlɑʋnoi̯/
gluuhhoi,/ˈɡluːxːoi̯/
golubi,/ˈɡolubi/
granitta,/ˈɡrɑnitːɑ/
gluuhkoi,/ˈɡluːhkoi̯/
gorba,/ˈɡorbɑ/
gorbain,/ˈɡorbɑi̯ne/
greecinain,/ˈɡreːt͡ʃinɑi̯ne/
gramma,/ˈɡrɑmːɑ/
greecinasuurima,/ˈɡreːt͡ʃinɑsuːrimɑ/
gruppa,/ˈɡrupːɑ/
greecina,/ˈɡreːt͡ʃinɑ/
gruuša,/ˈɡruːʃɑ/
gruušapuu,/ˈɡruːʃɑpuː/
guberni,/ˈɡuberni/
grusti,/ˈɡrusti/
haapakookka,/ˈhɑːpɑkoːkːɑ/
grььzi,/ˈɡrɨːzi/
gubernaattori,/ˈɡubernɑːtːori/
haapametsä,/ˈhɑːpɑmet͡sæ/
haapaseeni,/ˈhɑːpɑseːni/
haapakoukku,/ˈhɑːpɑkou̯kːu/
haara,/ˈhɑːrɑ/
haavavoije,/ˈhɑːʋɑʋoi̯je/
haava,/ˈhɑːʋɑ/
haaveri,/ˈhɑːʋeri/
haijoissa,/ˈhɑjoi̯sːɑ/
haarikas,/ˈhɑːrikɑs/
haikotella,/ˈhɑi̯kotelːɑ/
haikotus,/ˈhɑi̯kotus/
Haililooto,/ˈhɑi̯liloːto/
haikotuttaa,/ˈhɑi̯kotutːɑː/
haiso,/ˈhɑi̯so/
haissa,/ˈhɑi̯sːɑ/
haisua,/ˈhɑi̯suɑ/
haju,/ˈhɑju/
haisotella,/ˈhɑi̯sotelːɑ/
hajahtaa,/ˈhɑjɑhtɑː/
halata,/ˈhɑlɑtɑ/
hakuli,/ˈhɑkuli/
hajottaa,/ˈhɑjotːɑː/
halkomytty,/ˈhɑlkomytːy/
hakkiissa,/ˈhɑkːiːsːɑ/
halli,/ˈhɑlːi/
haleri,/ˈhɑleri/
hako,/ˈhɑko/
hallia,/ˈhɑliɑ/
hallia,/ˈhɑlːiɑ/
halluus,/ˈhɑlːuːs/
halva,/ˈhɑlʋɑ/
halla,/ˈhɑlːɑ/
hamara,/ˈhɑmɑrɑ/
hanhi,/ˈhɑne/
hana,/ˈhɑnɑ/
hanhenpaju,/ˈhɑnenpɑju/
Hanikki,/ˈhɑnikːi/
hapan,/ˈhɑpɑn/
hantara,/ˈhɑntɑrɑ/
hankkia,/ˈhɑŋkːiɑ/
hanko,/ˈhɑŋko/
hapalka,/ˈhɑpɑlkɑ/
hanki,/ˈhɑŋki/
hapa,/ˈhɑpɑ/
hapata,/ˈhɑpɑtɑ/
hapantaa,/ˈhɑpɑntɑː/
harakka,/ˈhɑrɑkːɑ/
hapuella,/ˈhɑpuelːɑ/
haravoija,/ˈhɑrɑʋoi̯jɑ/
hapukoitella,/ˈhɑpukoi̯telːɑ/
hapanvesi,/ˈhɑpɑnʋesi/
harja,/ˈhɑrjɑ/
happo,/ˈhɑpːo/
harkkia,/ˈhɑrkːiɑ/
harava,/ˈhɑrɑʋɑ/
harmaansiniin,/ˈhɑrmɑːnsinine/
harpata,/ˈhɑrpɑtɑ/
hartia,/ˈhɑrtiɑ/
harmaa,/ˈhɑrmɑː/
hartiajäsen,/ˈhɑrtiɑjæsen/
harotella,/ˈhɑrotelːɑ/
harva,/ˈhɑrʋɑ/
hattara,/ˈhɑtːɑrɑ/
hatara,/ˈhɑtɑrɑ/
hattu,/ˈhɑtːu/
hauki,/ˈhɑu̯ki/
haukka,/ˈhɑu̯kːɑ/
haukkumiin,/ˈhɑu̯kːumine/
hauta,/ˈhɑu̯tɑ/
hattarain,/ˈhɑtːɑrɑi̯ne/
harveta,/ˈhɑrʋetɑ/
haukkua,/ˈhɑu̯kːuɑ/
harvoin,/ˈhɑrʋoi̯n/
hattula,/ˈhɑtːulɑ/
heeno,/ˈheːno/
havupuu,/ˈhɑʋupuː/
havumetsä,/ˈhɑʋumet͡sæ/
hehettää,/ˈhehetːæː/
heikko,/ˈhei̯kːo/
havvata,/ˈhɑʋːɑtɑ/
hehkua,/ˈhehkuɑ/
heimo,/ˈhei̯mo/
heinä,/ˈhei̯næ/
heinäaika,/ˈhei̯næɑi̯kɑ/
hei,/ˈhei̯/
heil,/ˈhei̯lːæ/
heinähanko,/ˈhei̯næhɑŋko/
heinikko,/ˈhei̯nikːo/
heille,/ˈhei̯lːe/
heinämerta,/ˈhei̯næmertɑ/
heinähäkki,/ˈhei̯næhækːi/
heinäkäs,/ˈhei̯nækæs/
heinälaine,/ˈhei̯nælɑi̯ne/
helissä,/ˈhelisːæ/
heinämylly,/ˈhei̯næmylːy/
heinäserkka,/ˈhei̯næserkːɑ/
heittiissä,/ˈhei̯tːiːsːæ/
heinäsika,/ˈhei̯næsikɑ/
helliä,/ˈheliæ/
helliä,/ˈhelːijæ/
helmivirka,/ˈhelmiʋirkɑ/
helppo,/ˈhelpːo/
helmikerta,/ˈhelmikertɑ/
henki,/ˈheŋki/
henkähös,/ˈheŋkæhøs/
hepo,/ˈhepo/
helmusti,/ˈhelmusti/
hepoisenjooksu,/ˈhepoi̯senjoːksu/
hepoin,/ˈhepoi̯ne/
henkähösvoima,/ˈheŋkæhøsʋoi̯mɑ/
hepoisenriissat,/ˈhepoi̯senriːsːɑt/
heppoin,/ˈhepːoi̯n/
hepoislangokset,/ˈhepoi̯slɑŋɡokset/
herne,/ˈherne/
herkku,/ˈherkːu/
hepokala,/ˈhepokɑlɑ/
herkkä,/ˈherkːæ/
herttä,/ˈhertːæ/
Herra,/ˈherːɑ/
herissellä,/ˈherisːelːæ/
hers,/ˈhirsi/
hetin,/ˈhetin/
hernua,/ˈhernuɑ/
hialliin,/ˈhiɑlːine/
hiekäs,/ˈhiekæs/
hetas,/ˈhetɑs/
hietöin,/ˈhietøi̯n/
hiessöittää,/ˈhiesːøi̯tːæː/
hiirenherne,/ˈhiːrenherne/
hiirensitta,/ˈhiːrensitːɑ/
hiiri,/ˈhiːri/
hiilihappo,/ˈhiːlihɑpːo/
hiirenheinä,/ˈhiːrenhei̯næ/
hiirenvalkia,/ˈhiːrenʋɑlkiɑ/
hiiva,/ˈhiːʋɑ/
hiisnikka,/ˈhiːsnikːɑ/
hiki,/ˈhiki/
hiivakas,/ˈhiːʋɑkɑs/
hiiro,/ˈhiːro/
hiisnoi,/ˈhiːsnoi̯/
hiisnikkakala,/ˈhiːsnikːɑkɑlɑ/
himo,/ˈhimo/
hinta,/ˈhintɑ/
himottaa,/ˈhimotːɑː/
hiljakaistaa,/ˈhiljɑkɑi̯stɑː/
hiljetä,/ˈhiljetæ/
hirvi,/ˈhirʋi/
hiljaksee,/ˈhiljɑkseː/
hiljaa,/ˈhiljɑː/
hirnahtaa,/ˈhirnɑhtɑː/
hitto,/ˈhitːo/
hippiä,/ˈhipiæ/
hittolain,/ˈhitːolɑi̯ne/
hirnua,/ˈhirnuɑ/
hirvillää,/ˈhirʋilːæː/
hirnuksennella,/ˈhirnuksenːelːɑ/
hius,/ˈhiu̯s/
hivuttaa,/ˈhiʋutːɑː/
hirvistää,/ˈhirʋistæː/
hiutale,/ˈhiu̯tɑle/
hittoa,/ˈhitoɑ/
hoi,/ˈhoi̯/
hohottaa,/ˈhohotːɑː/
hoikkasooli,/ˈhoi̯kːɑsoːli/
hoitaja,/ˈhoi̯tɑjɑ/
hoitaa,/ˈhoi̯tɑː/
hoitua,/ˈhoi̯tuɑ/
homehoittaa,/ˈhomehoi̯tːɑː/
honka,/ˈhoŋkɑ/
hongakas,/ˈhoŋɡɑkɑs/
homehtua,/ˈhomehtuɑ/
honkametsä,/ˈhoŋkɑmet͡sæ/
hoitiissa,/ˈhoi̯tiːsːɑ/
hoolimatoin,/ˈhoːlimɑtoi̯n/
hooli,/ˈhoːli/
hookua,/ˈhoːkuɑ/
hoomata,/ˈhoːmɑtɑ/
hoomeen,/ˈhoːmeːn/
hoopa,/ˈhoːpɑ/
hoomukseel,/ˈhoːmukselːæ/
hoolia,/ˈhoːliɑ/
hoolia,/ˈhoːlijɑ/
hooriissa,/ˈhoːriːsːɑ/
hoomeniin,/ˈhoːmenine/
hopiain,/ˈhopiɑi̯ne/
hoovata,/ˈhoːʋɑtɑ/
Hospodi,/ˈhospodi/
hooranlaps,/ˈhoːrɑnlɑps/
hootava,/ˈhoːtɑʋɑ/
hot,/ˈhot/
horjua,/ˈhorjuɑ/
houkka,/ˈhou̯kːɑ/
hotka,/ˈhotkɑ/
horoma,/ˈhoromɑ/
houkas,/ˈhou̯kɑs/
huitsata,/ˈhui̯t͡sɑtɑ/
huja,/ˈhujɑ/
hukka,/ˈhukːɑ/
huimata,/ˈhui̯mɑtɑ/
huima,/ˈhui̯mɑ/
huiskia,/ˈhui̯skiɑ/
huimakas,/ˈhui̯mɑkɑs/
hovi,/ˈhoʋi/
huimattaa,/ˈhui̯mɑtːɑː/
hullukkain,/ˈhulːukːɑi̯ne/
hullust,/ˈhulːustɑ/
hukkahua,/ˈhukːɑhuɑ/
hukkahus,/ˈhukːɑhus/
humala,/ˈhumɑlɑ/
hullussella,/ˈhulːusːelːɑ/
hulkkua,/ˈhulkːuɑ/
hullu,/ˈhulːu/
hulpela,/ˈhulpelɑ/
hummer,/ˈhumːer/
humine,/ˈhumine/
humalluttaa,/ˈhumɑlːutːɑː/
humissa,/ˈhumisːɑ/
humuri,/ˈhumuri/
hutja,/ˈhutjɑ/
huuhtoa,/ˈhuːhtoɑ/
huuli,/ˈhuːli/
hursti,/ˈhursti/
hyle,/ˈhyle/
huntti,/ˈhuntːi/
hyppy,/ˈhypːy/
hylätä,/ˈhylætæ/
hyvin,/ˈhyʋin/
hylky,/ˈhylky/
hyvvyys,/ˈhyʋyːs/
hyvä,/ˈhyʋæ/
hyppiä,/ˈhypːiæ/
hyväntaholliin,/ˈhyʋæntɑholːine/
hyypiäs,/ˈhyːpiæs/
hyväntapain,/ˈhyʋæntɑpɑi̯ne/
häglä,/ˈhæɡlæ/
