word,transcription
kastūg,/kɑstuːɡ/
rǭviņtõ,/rɒːviɲtə/
ro’vz,/roˀvz/
līenõ,/liːenə/
mie’rnaigā,/mieˀrnɑiɡɑː/
kūžkimdõ,/kuːʒkimdə/
tǟ’dõks,/tæːˀdəks/
käsk,/kæsk/
märgõ,/mærɡə/
suoimõ,/suoimə/
salāndõ,/sɑlɑːndə/
grād,/ɡrɑːd/
vä’zzõ,/væˀzːə/
sīezõr,/siːezər/
õ’bdi,/əˀbdi/
pi’ņ,/piˀɲ/
rīst,/riːst/
jõvām,/jəvɑːm/
nūoŗkū,/nuːorʲkuː/
riktig,/riktiɡ/
vīțõ,/viːcə/
salātõd,/sɑlɑːtəd/
võrgõ,/vərɡə/
rink,/rink/
tilbrēḑig,/tilbreːɟiɡ/
Vāldame’r,/vɑːldɑmeˀr/
rāndali,/rɑːndɑli/
sīestõ,/siːestə/
pī’emdõ,/piːˀemdə/
kǭrtõz,/kɒːrtəz/
katūks,/kɑtuːks/
laidõr,/lɑidər/
lē’mi,/leːˀmi/
sa’gdit,/sɑˀɡdit/
pȭrna,/pəːrnɑ/
nanā,/nɑnɑː/
vi’llõ,/viˀlːə/
jūomi,/juːomi/
repțõ,/repcə/
poțā,/pocɑː/
käp,/kæp/
silāstõ,/silɑːstə/
vīla,/viːlɑ/
va’it,/vɑˀit/
kukkõ,/kukːə/
problēm,/probleːm/
rīndõks,/riːndəks/
bikšõd,/bikʃəd/
ri’ggi,/riˀɡːi/
sandrok,/sɑndrok/
sūolõ,/suːolə/
ku’l,/kuˀl/
e’žmõks,/eˀʒməks/
pi’mdõ,/piˀmdə/
kus,/kus/
pȯļļõ,/pɤʎːə/
lop,/lop/
kargõ,/kɑrɡə/
valdõ,/vɑldə/
käpā,/kæpɑː/
kle’it,/kleˀit/
kǟrpa,/kæːrpɑ/
re’bbi,/reˀbːi/
rebā,/rebɑː/
kāima,/kɑːimɑ/
rišt,/riʃt/
kūdõz,/kuːdəz/
i’ldõ,/iˀldə/
līt,/liːt/
u’ddi,/uˀdːi/
si’ldzi,/siˀldzi/
erk,/erk/
kaffetas,/kɑfːetɑs/
tieud,/tieud/
tä’mīezõ,/tæˀmiːezə/
kēratē’ḑ,/keːrɑteːˀɟ/
uttõ,/utːə/
tidār,/tidɑːr/
ä’d,/æˀd/
kēļ,/keːʎ/
outō,/outoː/
tõitõks,/təitəks/
va’imõst,/vɑˀiməst/
pusk,/pusk/
Portugal,/portuɡɑl/
nēḑi,/neːɟi/
suoļg,/suoʎɡ/
uid,/uid/
varāld,/vɑrɑːld/
rēnaz,/reːnɑz/
ūolõ,/uːolə/
pȯiški,/pɤiʃki/
u’llõ,/uˀlːə/
goŗīkšõ,/ɡorʲiːkʃə/
kõ’zzi,/kəˀzːi/
kēv,/keːv/
mūtõ,/muːtə/
ki’v,/kiˀv/
i’g,/iˀɡ/
Sīkrõg,/siːkrəɡ/
rǭ’gõz,/rɒːˀɡəz/
nai,/nɑi/
kǭ’dkimdõz,/kɒːˀdkimdəz/
mīdõ,/miːdə/
Island,/islɑnd/
Ungārmǭ,/unɡɑːrmɒː/
vie’ddõ,/vieˀdːə/
veitõmtõ,/veitəmtə/
nīskõ,/niːskə/
õ’v,/əˀv/
lēḑ,/leːɟ/
vie’ddõl,/vieˀdːəl/
pagānõz,/pɑɡɑːnəz/
nūrka,/nuːrkɑ/
astām,/ɑstɑːm/
I’zrael,/iˀzrɑel/
pūolõ,/puːolə/
kīebi,/kiːebi/
vastūks,/vɑstuːks/
broutšõ,/brout͡ʃə/
tabā,/tɑbɑː/
lǭ’tšõz,/lɒːˀt͡ʃəz/
zēp,/zeːp/
tagān,/tɑɡɑːn/
su’lli,/suˀlːi/
õigiz,/əiɡiz/
tūoļi,/tuːoʎi/
villõ,/vilːə/
tārpali,/tɑːrpɑli/
brēḑig,/breːɟiɡ/
āinagi,/ɑːinɑɡi/
pȯlgõ,/pɤlɡə/
tū’gõ,/tuːˀɡə/
mitš,/mit͡ʃ/
tuoistõn,/tuoistən/
võidõ,/vəidə/
kievādkū,/kievɑːdkuː/
kuļ,/kuʎ/
Ku’rmǭ,/kuˀrmɒː/
pānda,/pɑːndɑ/
mīez,/miːez/
lūodõ,/luːodə/
sipā,/sipɑː/
tā’giž,/tɑːˀɡiʒ/
palg,/pɑlɡ/
sukā,/sukɑː/
tõuk,/təuk/
Vidumǭ,/vidumɒː/
mȭrda,/məːrdɑ/
va’ŗtõ,/vɑˀrʲtə/
vāldiņ,/vɑːldiɲ/
täm,/tæm/
vīdõ,/viːdə/
ȭ’gõ,/əːˀɡə/
jämp,/jæmp/
uskõ,/uskə/
tu’ļļi,/tuˀʎːi/
kǟnga,/kæːnɡɑ/
käbā,/kæbɑː/
purāz,/purɑːz/
pīki,/piːki/
nõtkõm,/nətkəm/
prațțõ,/prɑcːə/
no’vvõ,/noˀvːə/
agā,/ɑɡɑː/
kõzā,/kəzɑː/
kīvit,/kiːvit/
a’igi,/ɑˀiɡi/
Īra,/iːrɑ/
kāngar,/kɑːnɡɑr/
entsiklopēdij,/entsiklopeːdij/
nämād,/næmɑːd/
kīlma,/kiːlmɑ/
radio,/rɑdio/
kiļg,/kiʎɡ/
tī’edõ,/tiːˀedə/
kirb,/kirb/
sastā,/sɑstɑː/
ku’bs,/kuˀbs/
pīrag,/piːrɑɡ/
a’igi,/ɑˀiɡi/
pīenti,/piːenti/
virpõļ,/virpəʎ/
ka’rdi,/kɑˀrdi/
sīemt,/siːemt/
jatkõ,/jɑtkə/
rūm,/ruːm/
tajā,/tɑjɑː/
lēņtš,/leːɲt͡ʃ/
tīkõ,/tiːkə/
kiršt,/kirʃt/
Sǭrmǭ,/sɒːrmɒː/
kītõbsõnā,/kiːtəbsənɑː/
pieksõ,/pieksə/
paŗīmstiz,/pɑrʲiːmstiz/
krǭipa,/krɒːipɑ/
lǟ’nd,/læːˀnd/
va’itõ,/vɑˀitə/
oktōbõr,/oktoːbər/
ūoņdžõl,/uːoɲdʒəl/
tsepļā,/tsepʎɑː/
fonētik,/foneːtik/
kinā,/kinɑː/
program,/proɡrɑm/
testament,/testɑment/
ǭra,/ɒːrɑ/
ē’ḑõ,/eːˀɟə/
dek,/dek/
jūokšõ,/juːokʃə/
kui,/kui/
ta’l,/tɑˀl/
vȭrõz,/vəːrəz/
julgõ,/julɡə/
ve’ļ,/veˀʎ/
tē’ḑ,/teːˀɟ/
īr,/iːr/
kiksēņ,/kikseːɲ/
kabātš,/kɑbɑːt͡ʃ/
mä’ggõrz,/mæˀɡːərz/
pūi,/puːi/
kūž,/kuːʒ/
duņtš,/duɲt͡ʃ/
kuo’nnõ,/kuoˀnːə/
vi’b,/viˀb/
nõ’ggõl,/nəˀɡːəl/
sīepierāst,/siːepierɑːst/
vȱlda,/vɤːldɑ/
tappõ,/tɑpːə/
ving,/vinɡ/
jū’rõ,/juːˀrə/
pǭŗ,/pɒːrʲ/
jemā,/jemɑː/
a’b,/ɑˀb/
neitški,/neit͡ʃki/
pāvest,/pɑːvest/
tarā,/tɑrɑː/
mu’rtõ,/muˀrtə/
ē’ḑtõ,/eːˀɟtə/
blē’ḑ,/bleːˀɟ/
murdõ,/murdə/
Jumāl,/jumɑːl/
vakț,/vɑkc/
kapīņțõ,/kɑpiːɲcə/
rejā,/rejɑː/
kä’dvaŗž,/kæˀdvɑrʲʒ/
spīegiļ,/spiːeɡiʎ/
ē’ņõz,/eːˀɲəz/
eļm,/eʎm/
tǭla,/tɒːlɑ/
su’llõ,/suˀlːə/
mǭškõz,/mɒːʃkəz/
kovāl,/kovɑːl/
ikšlu’g,/ikʃluˀɡ/
rīnda,/riːndɑ/
lūoima,/luːoimɑ/
mǭgõr,/mɒːɡər/
jū’odiji,/juːˀodiji/
mu’ŗŗõ,/muˀrʲːə/
īr,/iːr/
je’ds,/jeˀds/
igā,/iɡɑː/
mǟrgandõ,/mæːrɡɑndə/
pūnga,/puːnɡɑ/
kädūks,/kæduːks/
mängõ,/mænɡə/
kilmõ,/kilmə/
nuššõ,/nuʃːə/
tȭra,/təːrɑ/
si’zzõl,/siˀzːəl/
erktõ,/erktə/
ka’žži,/kɑˀʒːi/
restoran,/restorɑn/
vizās,/vizɑːs/
ki’r,/kiˀr/
sȭrmõz,/səːrməz/
prepozītsij,/prepoziːtsij/
võțīm,/vəciːm/
analīz,/ɑnɑliːz/
outõ,/outə/
tȭrõks,/təːrəks/
pa’llõ,/pɑˀlːə/
põnkt,/pənkt/
grant,/ɡrɑnt/
līvli,/liːvli/
projekt,/projekt/
pūošt,/puːoʃt/
si’ņņi,/siˀɲːi/
lomāstõ,/lomɑːstə/
Rū’nõmǭ,/ruːˀnəmɒː/
kīņ,/kiːɲ/
mīņa,/miːɲɑ/
kummit,/kumːit/
Dūoņig,/duːoɲiɡ/
rū’tš,/ruːˀt͡ʃ/
touzõ,/touzə/
märts,/mærts/
patšõ,/pɑt͡ʃə/
lieudõ,/lieudə/
kūldõ,/kuːldə/
lēba,/leːbɑ/
a’ilõ,/ɑˀilə/
lougõ,/louɡə/
kūrna,/kuːrnɑ/
pi’v,/piˀv/
kuolm,/kuolm/
lä’bḑi,/læˀbɟi/
pǟgiņ,/pæːɡiɲ/
algid,/ɑlɡid/
nõ’v,/nəˀv/
i’bbi,/iˀbːi/
lešknai,/leʃknɑi/
kīļ,/kiːʎ/
e’ḑḑi,/eˀɟːi/
tõvā,/təvɑː/
kǭr,/kɒːr/
Tukāmǭ,/tukɑːmɒː/
ri’ggilēba,/riˀɡːileːbɑ/
paŗīm,/pɑrʲiːm/
varāz,/vɑrɑːz/
gūogõz,/ɡuːoɡəz/
sie’ggõ,/sieˀɡːə/
būoḑ,/buːoɟ/
raiskõ,/rɑiskə/
pa’ggõ,/pɑˀɡːə/
nodāl,/nodɑːl/
tu’lbi,/tuˀlbi/
kakš,/kɑkʃ/
bīețõz,/biːecəz/
ārmakstõ,/ɑːrmɑkstə/
tämā,/tæmɑː/
uikõ,/uikə/
vȯndzi,/vɤndzi/
ti’gtõ,/tiˀɡtə/
kä’l,/kæˀl/
vajāg,/vɑjɑːɡ/
kōgi,/koːɡi/
ǭŗa,/ɒːrʲɑ/
tōgõz,/tɒːɡəz/
astõ,/ɑstə/
maits,/mɑits/
loptõ,/loptə/
instrumentāl,/instrumentɑːl/
ni’zzi,/niˀzːi/
vastõ,/vɑstə/
alāstõ,/ɑlɑːstə/
atrāita,/ɑtrɑːitɑ/
raigā,/rɑiɡɑː/
jǭḑ,/jɒːɟ/
ī’diņțõ,/iːˀdiɲcə/
tup,/tup/
stǭdõ,/stɒːdə/
Englišmǭ,/enɡliʃmɒː/
kēk,/keːk/
ēdrikšõ,/eːdrikʃə/
tapārtõ,/tɑpɑːrtə/
ī’edõ,/iːˀedə/
ma’ņņõ,/mɑˀɲːə/
ka’jtõ,/kɑˀjtə/
jelāb,/jelɑːb/
prūš,/pruːʃ/
taļ,/tɑʎ/
rūod,/ruːod/
kem,/kem/
va’imi,/vɑˀimi/
daņtš,/dɑɲt͡ʃ/
tuņšlõ,/tuɲʃlə/
aŗštõ,/ɑrʲʃtə/
Jūdõmǭ,/juːdəmɒː/
vanātǭți,/vɑnɑːtɒːci/
aŗšt,/ɑrʲʃt/
kattõ,/kɑtːə/
priš,/priʃ/
kū’oḑi,/kuːˀoɟi/
rūt,/ruːt/
ku’bbõ,/kuˀbːə/
ko’ggõrz,/koˀɡːərz/
vitsā,/vitsɑː/
põnktõ,/pənktə/
nominatīv,/nominɑtiːv/
irmõz,/irməz/
maks,/mɑks/
vāldiņ,/vɑːldiɲ/
ka’d,/kɑˀd/
ǭrali,/ɒːrɑli/
nēļakimdõ,/neːʎɑkimdə/
vǟ’grõ,/væːˀɡrə/
vanāǟma,/vɑnɑːæːmɑ/
tēriņtõ,/teːriɲtə/
murd,/murd/
ki’zlõ,/kiˀzlə/
rok,/rok/
pīerslõ,/piːerslə/
pīlpaz,/piːlpɑz/
mis,/mis/
kǭma,/kɒːmɑ/
analōg,/ɑnɑloːɡ/
zǭig,/zɒːiɡ/
ūdstõ,/uːdstə/
usk,/usk/
kouți,/kouci/
ī’dõkstuoistõn,/iːˀdəkstuoistən/
le’b,/leˀb/
i’ggõz,/iˀɡːəz/
rõ’ut,/rəˀut/
pīendrõks,/piːendrəks/
ve’ggi,/veˀɡːi/
tīlka,/tiːlkɑ/
tieudmīez,/tieudmiːez/
lǟlamstiz,/læːlɑmstiz/
aptēk,/ɑpteːk/
tūldõ,/tuːldə/
ūž,/uːʒ/
purōv,/puroːv/
setkimdõ,/setkimdə/
alā,/ɑlɑː/
jamstõ,/jɑmstə/
tūodõ,/tuːodə/
mõ’ŗžõ,/məˀrʲʒə/
vȯŗž,/vɤrʲʒ/
sūkõl,/suːkəl/
bǭr,/bɒːr/
minūt,/minuːt/
ra’dļõ,/rɑˀdʎə/
tašīņtõ,/tɑʃiːɲtə/
jaļkš,/jɑʎkʃ/
kūortiļ,/kuːortiʎ/
sõnāvīļa,/sənɑːviːʎɑ/
mattõ,/mɑtːə/
tijā,/tijɑː/
lǟlamõz,/læːlɑməz/
loul,/loul/
ko’gtõ,/koˀɡtə/
suoļm,/suoʎm/
plēšõd,/pleːʃəd/
īevad,/iːevɑd/
rõkāndõ,/rəkɑːndə/
allõ,/ɑlːə/
plǭț,/plɒːc/
ētam,/eːtɑm/
seis,/seis/
pipā,/pipɑː/
nõtk,/nətk/
pǟgiņtõ,/pæːɡiɲtə/
amātnikā,/ɑmɑːtnikɑː/
sīņõtǟnõ,/siːɲətæːnə/
īekõ,/iːekə/
va’nbizt,/vɑˀnbizt/
niŗț,/nirʲc/
vastõ,/vɑstə/
mits,/mits/
lēbavīļa,/leːbɑviːʎɑ/
a’mši,/ɑˀmʃi/
je’nnõ,/jeˀnːə/
kougi,/kouɡi/
ka’ņki,/kɑˀɲki/
pastõ,/pɑstə/
sie’ggõ,/sieˀɡːə/
ruzū,/ruzuː/
lȭinag,/ləːinɑɡ/
pū’gõ,/puːˀɡə/
kȭnka,/kəːnkɑ/
pivāstõ,/pivɑːstə/
ovār,/ovɑːr/
jū’odõ,/juːˀodə/
kōgaz,/koːɡɑz/
ūm,/uːm/
ma’ggõ,/mɑˀɡːə/
padā,/pɑdɑː/
peijõd,/peijəd/
mūpõ,/muːpə/
kōgi,/koːɡi/
num,/num/
kie’ddõr,/kieˀdːər/
ūnd,/uːnd/
Moskov,/moskov/
sittõ,/sitːə/
vaigā,/vɑiɡɑː/
paint,/pɑint/
ru’isk,/ruˀisk/
līt,/liːt/
ȭn,/əːn/
palāndõks,/pɑlɑːndəks/
ja’mdõ,/jɑˀmdə/
aļ,/ɑʎ/
pa’ggõ,/pɑˀɡːə/
aššõ,/ɑʃːə/
kūorbastõ,/kuːorbɑstə/
kēra,/keːrɑ/
seļtš,/seʎt͡ʃ/
täsā,/tæsɑː/
kindõ,/kində/
kūmi,/kuːmi/
bu’ļ,/buˀʎ/
sitā,/sitɑː/
lānga,/lɑːnɡɑ/
kīlma,/kiːlmɑ/
Moldov,/moldov/
pǭž,/pɒːʒ/
bǭn,/bɒːn/
ämār,/æmɑːr/
nǟ’dõ,/næːˀdə/
vȱrna,/vɤːrnɑ/
pūol,/puːol/
a’rtõ,/ɑˀrtə/
kis,/kis/
kõrd,/kərd/
Bībõl,/biːbəl/
dēļ,/deːʎ/
tuoimiji,/tuoimiji/
imū,/imuː/
kuijõ,/kuijə/
kaffe,/kɑfːe/
je’dsõ,/jeˀdsə/
sõ’gļõ,/səˀɡʎə/
kūoŗ,/kuːorʲ/
vārza,/vɑːrzɑ/
torī,/toriː/
karīņțõ,/kɑriːɲcə/
ku’llõ,/kuˀlːə/
närā,/nærɑː/
Irējo’ug,/ireːjoˀuɡ/
kīņḑõļkū,/kiːɲɟəʎkuː/
ǭ’biļ,/ɒːˀbiʎ/
jūsõ,/juːsə/
kougõn,/kouɡən/
mū,/muː/
tõurõz,/təurəz/
igāniz,/iɡɑːniz/
kilā,/kilɑː/
vȯ’l,/vɤˀl/
vaim,/vɑim/
sǭtõ,/sɒːtə/
muini,/muini/
imāb,/imɑːb/
kurgmǭŗa,/kurɡmɒːrʲɑ/
päp,/pæp/
Ūžkilā,/uːʒkilɑː/
kibār,/kibɑːr/
jemākēļ,/jemɑːkeːʎ/
amā,/ɑmɑː/
strǭdõ,/strɒːdə/
andõ,/ɑndə/
kie’vtõ,/kieˀvtə/
ēviļtõ,/eːviʎtə/
va’jjõ,/vɑˀjːə/
kūoŗ,/kuːorʲ/
ēļ,/eːʎ/
murīkšõ,/muriːkʃə/
Prantšmǭ,/prɑnt͡ʃmɒː/
blē’ḑ,/bleːˀɟ/
pīedrõb,/piːedrəb/
me’r,/meˀr/
jeksõ,/jeksə/
ȭ’dõn,/əːˀdən/
pȯigõ,/pɤiɡə/
nīelõ,/niːelə/
kouv,/kouv/
u’m,/uˀm/
da’ggõl,/dɑˀɡːəl/
ǭ’rõn,/ɒːˀrən/
jegā,/jeɡɑː/
Kūolka,/kuːolkɑ/
kǭra,/kɒːrɑ/
je’ddõ,/jeˀdːə/
võidõ,/vəidə/
kūjastõ,/kuːjɑstə/
kōpmīez,/koːpmiːez/
jaktõ,/jɑktə/
rūoŗ,/ruːorʲ/
likkõ,/likːə/
loul,/loul/
si’ļ,/siˀʎ/
ni’zzõz,/niˀzːəz/
knīplōka,/kniːploːkɑ/
rī’mõz,/riːˀməz/
Salāts,/sɑlɑːts/
vi’zzõ,/viˀzːə/
si’ggõ,/siˀɡːə/
kǭ’skõ,/kɒːˀskə/
vēļõ,/veːʎə/
april,/ɑpril/
ēdrõm,/eːdrəm/
kēravīț,/keːrɑviːc/
pȭzõ,/pəːzə/
o’bbõ,/oˀbːə/
mitikš,/mitikʃ/
kīskõ,/kiːskə/
vālda,/vɑːldɑ/
Šveits,/ʃveits/
ka’ggõrz,/kɑˀɡːərz/
kunā,/kunɑː/
pēļ,/peːʎ/
ä’b,/æˀb/
va’it,/vɑˀit/
bet,/bet/
kuordist,/kuordist/
kieuž,/kieuʒ/
ku’ddõ,/kuˀdːə/
set,/set/
kemmõ,/kemːə/
plakā,/plɑkɑː/
aigā,/ɑiɡɑː/
õ’vvõ,/əˀvːə/
pūoļ,/puːoʎ/
Vidūmǭ,/viduːmɒː/
midžā,/midʒɑː/
Vēna,/veːnɑ/
lind,/lind/
e’žǭ’rõn,/eˀʒɒːˀrən/
kēņig,/keːɲiɡ/
ve’r,/veˀr/
mõtsā,/mətsɑː/
Tirkmǭ,/tirkmɒː/
kuolmõndpǟva,/kuolməndpæːvɑ/
līem,/liːem/
nīdõd,/niːdəd/
ī’ti,/iːˀti/
kāndõks,/kɑːndəks/
kõm,/kəm/
vīdtuoistõnz,/viːdtuoistənz/
ortogrāfij,/ortoɡrɑːfij/
kuo’d,/kuoˀd/
pa’j,/pɑˀj/
sūrkak,/suːrkɑk/
pǭrkimdõ,/pɒːrkimdə/
spleiš,/spleiʃ/
pȯis,/pɤis/
kȭļim,/kəːʎim/
kiļb,/kiʎb/
līgõ,/liːɡə/
tagā,/tɑɡɑː/
sǟ’ld,/sæːˀld/
lutārusk,/lutɑːrusk/
kouš,/kouʃ/
õvā,/əvɑː/
konferents,/konferents/
āiraz,/ɑːirɑz/
Spāņmǭ,/spɑːɲmɒː/
sīestõ,/siːestə/
reizõ,/reizə/
prīestõr,/priːestər/
tīera,/tiːerɑ/
kīebi,/kiːebi/
Pizā,/pizɑː/
villi,/vilːi/
janvār,/jɑnvɑːr/
kramā,/krɑmɑː/
kuolmkimdõz,/kuolmkimdəz/
täuž,/tæuʒ/
ūnd,/uːnd/
virgtõ,/virɡtə/
nūoŗim,/nuːorʲim/
mǭnikā,/mɒːnikɑː/
kuotkānõz,/kuotkɑːnəz/
paskā,/pɑskɑː/
seissadāz,/seisːɑdɑːz/
amā,/ɑmɑː/
pārdaz,/pɑːrdɑz/
põzāg,/pəzɑːɡ/
vȯzā,/vɤzɑː/
eļļõ,/eʎːə/
nǟlga,/næːlɡɑ/
kȭļimkū,/kəːʎimkuː/
izā,/izɑː/
mu’r,/muˀr/
bä’bbõrz,/bæˀbːərz/
pǟvaīe,/pæːvɑiːe/
Kīnõmǭ,/kiːnəmɒː/
su’ž,/suˀʒ/
vaņțlõ,/vɑɲclə/
ältõ,/æltə/
re’ḑḑõl,/reˀɟːəl/
sugīd,/suɡiːd/
pǟvava’l,/pæːvɑvɑˀl/
kǭ’dõkskimdõz,/kɒːˀdəkskimdəz/
sõitõ,/səitə/
ilp,/ilp/
ǭ’gi,/ɒːˀɡi/
fakt,/fɑkt/
rȭmli,/rəːmli/
kild,/kild/
pistõ,/pistə/
kǭ’dõkssadāz,/kɒːˀdəksːɑdɑːz/
bäs,/bæs/
bokā,/bokɑː/
kēratõks,/keːrɑtəks/
atrāitanai,/ɑtrɑːitɑnɑi/
mǭl,/mɒːl/
pȭrand,/pəːrɑnd/
taibõdakš,/tɑibədɑkʃ/
kālma,/kɑːlmɑ/
tu’ļļi,/tuˀʎːi/
paikõ,/pɑikə/
da’nktõ,/dɑˀnktə/
kīntš,/kiːnt͡ʃ/
pī’lõ,/piːˀlə/
lakkõ,/lɑkːə/
je’lsõ,/jeˀlsə/
kārgastõ,/kɑːrɡɑstə/
ārmaztõ,/ɑːrmɑztə/
lețkēļ,/leckeːʎ/
su’ggõ,/suˀɡːə/
