hyvvyys,/ˈhyʋyːs/,/ˈhyʋːyːs/
hyppiä,/ˈhypːiæ/,/ˈhypiæ/
hänel,/ˈhænelːæ/,/ˈhænel/
hässiä,/ˈhæsːiæ/,/ˈhæsiæ/
hävviimiin,/ˈhæʋiːmine/,/ˈhæʋːiːmine/
ikkee,/ˈikeː/,/ˈikːeː/
ikäyks,/ˈikæyks/,/ˈikæy̯kse/
illaal,/ˈilːɑlːɑ/,/ˈilɑːlːɑ/
immiä,/ˈimiæ/,/ˈimːiæ/
itkuin,/ˈitkui̯ne/,/ˈitkui̯n/
ittää,/ˈitæː/,/ˈitːæː/
iys,/ˈiys/,/ˈiy̯s/
jakkaa,/ˈjɑkɑː/,/ˈjɑkːɑː/
jalas,/ˈjɑlɑsːɑ/,/ˈjɑlɑs/
jammoa,/ˈjɑmoɑ/,/ˈjɑmːoɑ/
Jauza,/ˈjɑuzɑ/,/ˈjɑu̯zɑ/
jokaaikain,/ˈjokɑɑi̯kɑi̯ne/,/ˈjokɑːikɑi̯ne/
just,/ˈjust/,/ˈjus/
jumaliin,/ˈjumɑliːn/,/ˈjumɑline/
jäles,/ˈjælesːæ/,/ˈjæles/
jämmiä,/ˈjæmiæ/,/ˈjæmːiæ/
kaks,/ˈkɑks/,/ˈkɑkse/
kaksikkoin,/ˈkɑksikːoi̯n/,/ˈkɑksikːoi̯ne/
kallio,/ˈkɑljo/,/ˈkɑlːio/
kalliokas,/ˈkɑljokɑs/,/ˈkɑlːiokɑs/
kananhaukka,/ˈkɑnɑnhɑu̯kːɑ/,/ˈkɑnɑnɑu̯kːɑ/
kartauhlu,/ˈkɑrtɑuhlu/,/ˈkɑrtɑu̯hlu/
kasis,/ˈkɑsisːɑ/,/ˈkɑsis/
katos,/ˈkɑtosːɑ/,/ˈkɑtos/
katselain,/ˈkɑt͡selɑi̯n/,/ˈkɑt͡selɑi̯ne/
kavvoa,/ˈkɑʋoɑ/,/ˈkɑʋːoɑ/
keltacirkkulain,/ˈkeltɑt͡ʃirkːulɑi̯n/,/ˈkeltɑt͡ʃirkːulɑi̯ne/
kerraal,/ˈkerːɑlːɑ/,/ˈkerːɑːlːɑ/
kerrääjät,/ˈkeræːjæt/,/ˈkerːæːjæt/
keskeel,/ˈkeskelːæ/,/ˈkeskeːlːæ/
kiin,/ˈkiːn/,/ˈkine/
Kingisepp,/ˈkiŋɡisepːi/,/ˈkiŋɡisepː/
kiskis,/ˈkis ˈkis/,/ˈkiskis/
kives,/ˈkiʋesːæ/,/ˈkiʋes/
kivikallio,/ˈkiʋikɑljo/,/ˈkiʋikɑlːio/
koinvahti,/ˈkoinʋɑhti/,/ˈkoi̯nʋɑhti/
koiria,/ˈkoi̯rijɑ/,/ˈkoi̯riɑ/
koivuin,/ˈkoi̯ʋui̯ne/,/ˈkoi̯ʋui̯n/
kokkia,/ˈkokːijɑ/,/ˈkokːiɑ/
koltslogain,/ˈkoltsloɡɑi̯ne/,/ˈkolt͡sloɡɑi̯ne/
kolmiriukuin,/ˈkolmiriu̯kui̯ne/,/ˈkolmiriu̯kui̯n/
kolt,/ˈkolt/,/ˈkoltɑ/
kooria,/ˈkoːrijɑ/,/ˈkoːriɑ/
kotihanhi,/ˈkotihɑne/,/ˈkotihɑni/
kovain,/ˈkoʋɑne/,/ˈkoʋɑi̯ne/
kukkaaika,/ˈkukːɑɑi̯kɑ/,/ˈkukːɑːikɑ/
kukkia,/ˈkukːijɑ/,/ˈkukːiɑ/
kukkoi,/ˈkukːoi̯sːe/,/ˈkukːoi̯/
kujal,/ˈkujɑlːɑ/,/ˈkujɑl/
kukkohanhi,/ˈkukːohɑne/,/ˈkukːohɑni/
kunikaanhattu,/ˈkunikɑːnhɑtːu/,/ˈkunikɑːnɑtːu/
kumpainki,/ˈkumpɑi̯neki/,/ˈkumpɑi̯ŋki/
kupahain,/ˈkupɑi̯ne/,/ˈkupɑhɑi̯ne/
kuppia,/ˈkupːiɑ/,/ˈkupiɑ/
kuras,/ˈkurɑsːɑ/,/ˈkurɑs/
kuris,/ˈkurisːɑ/,/ˈkuris/
kus,/ˈkusːɑ/,/ˈkus/
kust,/ˈkustɑ/,/ˈkus/
kust,/ˈkust/,/ˈkus/
kussaa,/ˈkusɑː/,/ˈkusːɑː/
kuttoa,/ˈkutoɑ/,/ˈkutːoɑ/
kuus,/ˈkuːsi/,/ˈkuːs/
kuus,/ˈkuːsːɑ/,/ˈkuːs/
kuusamiin,/ˈkuːsɑmiːn/,/ˈkuːsɑmine/
kuuskymment,/ˈkuːskymːentæ/,/ˈkuːskymːent/
kyllääs,/ˈkylːæsːæ/,/ˈkylːæːs/
kyns,/ˈkynsi/,/ˈkyns/
kynsvars,/ˈkynsiʋɑrsi/,/ˈkynsʋɑrs/
käppiäst,/ˈkæpiæstæ/,/ˈkæpːiæstæ/
käyvvä,/ˈkæʋːæ/,/ˈkæy̯ʋːæ/
köhhiä,/ˈkøhiæ/,/ˈkøhːiæ/
köhhiä,/ˈkøhijæ/,/ˈkøhːiæ/
lakkia,/ˈlɑkiɑ/,/ˈlɑkːiɑ/
lapseel,/ˈlɑpselːɑ/,/ˈlɑpseːlːæ/
lattoa,/ˈlɑtoɑ/,/ˈlɑtːoɑ/
lens,/ˈlensi/,/ˈlens/
lesalesa,/ˈlesɑ ˈlesɑ/,/ˈlesɑlesɑ/
levvyys,/ˈleʋyːs/,/ˈleʋːyːs/
lihaallas,/ˈlihɑɑlːɑs/,/ˈlihɑːlːɑs/
ležžiä,/ˈleʒiæ/,/ˈleʒːiæ/
levviä,/ˈleʋiæ/,/ˈleʋːiæ/
lintuin,/ˈlintui̯ne/,/ˈlintui̯n/
lissäämiin,/ˈlisæːmine/,/ˈlisːæːmine/
lootin,/ˈloːtine/,/ˈloːtin/
lumiukko,/ˈlumiukːo/,/ˈlumiu̯kːo/
lunt,/ˈluntɑ/,/ˈlunt/
lyhhyemp,/ˈlyhyempi/,/ˈlyhːyempi/
lyhhyys,/ˈlyhyːs/,/ˈlyhːyːs/
löövvä,/ˈlyʋːæ/,/ˈløːʋːæ/
maata,/ˈmɑɑtɑ/,/ˈmɑːtɑ/
makuin,/ˈmɑkui̯ne/,/ˈmɑkui̯n/
marjavars,/ˈmɑrjɑʋɑrsi/,/ˈmɑrjɑʋɑrs/
matalaisest,/ˈmɑtɑlɑi̯sestɑ/,/ˈmɑtɑlɑi̯sestæ/
maukas,/ˈmɑukɑs/,/ˈmɑu̯kɑs/
meest,/ˈmeːst/,/ˈmeːstæ/
meel,/ˈmeːl/,/ˈmeːlːæ/
meis,/ˈmei̯sːæ/,/ˈmei̯s/
mikkää,/ˈmikæː/,/ˈmikːæː/
mis,/ˈmisːæ/,/ˈmis/
minnua,/ˈminuɑ/,/ˈminːuɑ/
miust,/ˈmiu̯stɑ/,/ˈmiu̯stæ/
mius,/ˈmiu̯sːɑ/,/ˈmiu̯s/
mokkoo,/ˈmokoː/,/ˈmokːoː/
mukkaa,/ˈmukɑː/,/ˈmukːɑː/
mukomuko,/ˈmuko ˈmuko/,/ˈmukomuko/
munnia,/ˈmuniɑ/,/ˈmunːiɑ/
munnia,/ˈmunijɑ/,/ˈmunːiɑ/
muruin,/ˈmurui̯ne/,/ˈmurui̯n/
muurain,/ˈmuːrɑi̯n/,/ˈmuːrɑi̯ne/
myhhiä,/ˈmyhiæ/,/ˈmyhːiæ/
männöö,/ˈmænøː/,/ˈmænːøː/
nattiissa,/ˈnɑtiːsːɑ/,/ˈnɑtːiːsːɑ/
neljäveeruin,/ˈneljæʋeːrui̯ne/,/ˈneljæʋeːrui̯n/
niin,/ˈniːn/,/ˈnine/
nittoa,/ˈnitoɑ/,/ˈnitːoɑ/
noitia,/ˈnoi̯tijɑ/,/ˈnoi̯tiɑ/
noppia,/ˈnopːiɑ/,/ˈnopiɑ/
nykyin,/ˈnykyi̯ne/,/ˈnykyi̯n/
näköin,/ˈnækøi̯ne/,/ˈnækøi̯n/
näkkyä,/ˈnækyæ/,/ˈnækːyæ/
näin,/ˈnæi̯n/,/ˈnæi̯ne/
näin,/ˈnæin/,/ˈnæi̯ne/
obidnaal,/ˈobidnɑlːɑ/,/ˈobidnɑːlːɑ/
ohhaus,/ˈohɑu̯s/,/ˈohːɑu̯s/
oikiin,/ˈoi̯kiːn/,/ˈoi̯kine/
ongenvars,/ˈoŋɡenʋɑrsi/,/ˈoŋɡenʋɑrs/
pahhuus,/ˈpɑhuːs/,/ˈpɑhːuːs/
pallaa,/ˈpɑlɑː/,/ˈpɑlːɑː/
paraikaa,/pɑˈrɑi̯kɑː/,/ˈpɑrɑi̯kɑː/
paraikoi,/pɑˈrɑi̯koi̯/,/ˈpɑrɑi̯koi̯/
pellovain,/ˈpelːoʋɑi̯n/,/ˈpelːoʋɑi̯ne/
perrää,/ˈperæː/,/ˈperːæː/
pers,/ˈperse/,/ˈpers/
peräs,/ˈperæsːæ/,/ˈperæs/
piirakaal,/ˈpiːrɑkɑlːɑ/,/ˈpiːrɑkɑːlːɑ/
piirakkoihe,/ˈpiːrɑkːoi̯sːe/,/ˈpiːrɑkːoi̯he/
piirakoil,/ˈpiːrɑkoi̯lːɑ/,/ˈpiːrɑkoi̯l/
pikkaraikkuin,/ˈpikːɑrɑi̯kːui̯ne/,/ˈpikːɑrɑi̯kːui̯n/
pikkuruiskuin,/ˈpikːurui̯skui̯ne/,/ˈpikːurui̯skui̯n/
pimmiä,/ˈpimiæ/,/ˈpimːiæ/
pittiissä,/ˈpitiːsːæ/,/ˈpitːiːsːæ/
pittuus,/ˈpituːs/,/ˈpitːuːs/
pittuusmitta,/ˈpituːsmitːɑ/,/ˈpitːuːsmitːɑ/
pittää,/ˈpitæː/,/ˈpitːæː/
plemmäänitsa,/ˈplemæːnit͡sɑ/,/ˈplemːæːnit͡sɑ/
poikia,/ˈpoi̯kijɑ/,/ˈpoi̯kiɑ/
poltikkain,/ˈpoltikːɑi̯n/,/ˈpoltikːɑi̯ne/
pool,/ˈpoːli/,/ˈpoːl/
poolest,/ˈpoːlestɑ/,/ˈpoːlestæ/
pooliöö,/ˈpoːliøː/,/ˈpoːlijøː/
puhhua,/ˈpuhuɑ/,/ˈpuhːuɑ/
Punaarmia,/ˈpunɑɑrmiɑ/,/ˈpunɑːrmiɑ/
päivääl,/ˈpæi̯ʋælːæ/,/ˈpæi̯ʋæːlːæ/
pässipässi,/ˈpæsːi ˈpæsːi/,/ˈpæsːipæsːi/
pääs,/ˈpæːsːæ/,/ˈpæːs/
pääsaahkara,/ˈpæːsɑhkɑrɑ/,/ˈpæːsɑːhkɑrɑ/
pääsköi,/ˈpæːskøi̯sːe/,/ˈpæːskøi̯/
rakkaus,/ˈrɑkːɑus/,/ˈrɑkːɑu̯s/
rajal,/ˈrɑjɑlːɑ/,/ˈrɑjɑl/
rantaapu,/ˈrɑntɑɑpu/,/ˈrɑntɑːpu/
ratsuin,/ˈrɑt͡sui̯ne/,/ˈrɑt͡sui̯n/
rautaastava,/ˈrɑu̯tɑɑstɑʋɑ/,/ˈrɑu̯tɑːstɑʋɑ/
reis,/ˈrekisːæ/,/ˈrei̯s/
retuin,/ˈretui̯ne/,/ˈretui̯n/
ristii,/ˈristiːsːe/,/ˈristiː/
rohhoin,/ˈroxːoi̯n/,/ˈrohːoi̯ne/
ruis,/ˈruis/,/ˈrui̯s/
ruiskukka,/ˈruiskukːɑ/,/ˈrui̯skukːɑ/
ruiskrääkki,/ˈruiskræːkːi/,/ˈrui̯skræːkːi/
ruispudro,/ˈruispudro/,/ˈrui̯spudro/
ruisrummen,/ˈruisrumːen/,/ˈrui̯srumːen/
ruisolki,/ˈruisolki/,/ˈrui̯solki/
ruisleipä,/ˈruislei̯pæ/,/ˈrui̯slei̯pæ/
ruisriihi,/ˈruisriːhi/,/ˈrui̯sriːhi/
saarniin,/ˈsɑːrniːn/,/ˈsɑːrnine/
saarenhattu,/ˈsɑːrenhɑtːu/,/ˈsɑːrenɑtːu/
saavva,/ˈsɑʋːɑ/,/ˈsɑːʋːɑ/
sahhaaja,/ˈsɑhɑːjɑ/,/ˈsɑhːɑːjɑ/
sakkia,/ˈsɑkiɑ/,/ˈsɑkːiɑ/
samoin,/ˈsɑmoi̯n/,/ˈsɑmoi̯ne/
sattaa,/ˈsɑtɑː/,/ˈsɑtːɑː/
saunaallas,/ˈsɑu̯nɑɑlːɑs/,/ˈsɑu̯nɑːlːɑs/
savviin,/ˈsɑʋiːn/,/ˈsɑʋːine/
seas,/ˈseɑsːɑ/,/ˈseɑs/
seiks,/ˈsetikse/,/ˈsei̯kse/
seilt,/ˈsetiltæ/,/ˈsei̯ltæ/
seille,/ˈsetilːe/,/ˈsei̯lːe/
seil,/ˈsetilːæ/,/ˈsei̯lːæ/
seist,/ˈsei̯st/,/ˈsei̯stæ/
seist,/ˈsetistæ/,/ˈsei̯stæ/
sekkaa,/ˈsekɑː/,/ˈsekːɑː/
siansorkkaaita,/ˈsiɑnsorkːɑɑi̯tɑ/,/ˈsiɑnsorkːɑːitɑ/
siin,/ˈsiːnæ/,/ˈsine/
silloin,/ˈsilːoi̯n/,/ˈsilːoi̯ne/
sinkkiin,/ˈsiŋkːiːn/,/ˈsiŋkːine/
sissee,/ˈsiseː/,/ˈsisːeː/
sittoa,/ˈsitoɑ/,/ˈsitːoɑ/
siä,/ˈsiæ̯/,/ˈsiæ/
sottia,/ˈsotiɑ/,/ˈsotːiɑ/
sottia,/ˈsotijɑ/,/ˈsotːiɑ/
stroitelstva,/ˈstroitelstʋɑ/,/ˈstroi̯telstʋɑ/
sukkia,/ˈsukiɑ/,/ˈsukːiɑ/
sukkia,/ˈsukːijɑ/,/ˈsukːiɑ/
sukkia,/ˈsukijɑ/,/ˈsukːiɑ/
suksia,/ˈsuksijɑ/,/ˈsuksiɑ/
sullaa,/ˈsulɑː/,/ˈsulːɑː/
suur,/ˈsuːri/,/ˈsuːr/
syksyin,/ˈsyksyi̯ne/,/ˈsyksyi̯n/
syssiä,/ˈsysijæ/,/ˈsysiæ/
syvvyys,/ˈsyʋyːs/,/ˈsyʋːyːs/
šuutkia,/ˈʃuːtkijɑ/,/ˈʃuːtkiɑ/
taanoin,/ˈtɑːnoi̯n/,/ˈtɑːnoi̯ne/
takkaa,/ˈtɑkɑː/,/ˈtɑkːɑː/
takkiain,/ˈtɑkiɑi̯ne/,/ˈtɑkːijɑi̯ne/
takkoa,/ˈtɑkoɑ/,/ˈtɑkːoɑ/
takkaan,/ˈtɑkɑːn/,/ˈtɑkːɑːn/
talviruis,/ˈtɑlʋiruis/,/ˈtɑlʋirui̯s/
tanvashaltias,/ˈtɑnɑʋɑhɑltiɑs/,/ˈtɑnʋɑshɑltiɑs/
tappaa,/ˈtɑpɑː/,/ˈtɑpːɑː/
tanvasmato,/ˈtɑnɑʋɑmɑto/,/ˈtɑnʋɑsmɑto/
terppiä,/ˈterpːiæ/,/ˈterpiæ/
tihhiä,/ˈtihiæ/,/ˈtihːiæ/
tiitoin,/ˈtiːtoi̯ne/,/ˈtiːtoi̯n/
tiitoisest,/ˈtiːtoi̯sestɑ/,/ˈtiːtoi̯sestæ/
tiltukkain,/ˈtiltukːɑi̯n/,/ˈtiltukːɑi̯ne/
tiputipu,/ˈtipu ˈtipu/,/ˈtiputipu/
toohiin,/ˈtoːhiːn/,/ˈtoːhine/
torrua,/ˈtoruɑ/,/ˈtorːuɑ/
tukkia,/ˈtukiɑ/,/ˈtukːiɑ/
tunniloittee,/ˈtunːiːtːeː/,/ˈtunːiloi̯tːeː/
tunniin,/ˈtunːiːn/,/ˈtunːine/
tuppia,/ˈtupːiɑ/,/ˈtupiɑ/
tuppia,/ˈtupijɑ/,/ˈtupiɑ/
tuuloin,/ˈtuːloi̯n/,/ˈtuːloi̯ne/
tyttöi,/ˈtytːøi̯sːe/,/ˈtytːøi̯/
täs,/ˈtæsːæ/,/ˈtæs/
törkkiä,/ˈtørkːijæ/,/ˈtørkːiæ/
tööst,/ˈtøːstæ/,/ˈtøːs/
uhluin,/ˈuhlui̯ne/,/ˈuhlui̯n/
uhkia,/ˈuhkijɑ/,/ˈuhkiɑ/
ulkopooliin,/ˈulkopoːliːn/,/ˈulkopoːline/
unklaariis,/ˈuŋklɑːrisːɑ/,/ˈuŋklɑːriːs/
valkiaa,/ˈʋɑlkeːtɑ/,/ˈʋɑlkijɑː/
valkiaa,/ˈʋɑlkiɑsːe/,/ˈʋɑlkijɑː/
vallanherra,/ˈʋɑlːɑnherːɑ/,/ˈʋɑlːɑnerːɑ/
vallua,/ˈʋɑluɑ/,/ˈʋɑlːuɑ/
vappaa,/ˈʋɑpɑː/,/ˈʋɑpːɑː/
varreel,/ˈʋɑrːelːɑ/,/ˈʋɑrːeːlːæ/
vars,/ˈʋɑrsi/,/ˈʋɑrs/
vaskiin,/ˈʋɑskiːn/,/ˈʋɑskine/
vassoin,/ˈʋɑsːoi̯n/,/ˈʋɑsːoi̯ne/
veejä,/ˈʋijːæ/,/ˈʋeːjæ/
vennää,/ˈʋenæː/,/ˈʋenːæː/
vennäin,/ˈʋenːæi̯n/,/ˈʋenːæi̯ne/
vennäänsaapas,/ˈʋenæːnsɑːpɑs/,/ˈʋenːæːnsɑːpɑs/
vettiissä,/ˈʋetiːsːæ/,/ˈʋetːiːsːæ/
vettää,/ˈʋetæː/,/ˈʋetːæː/
vihmamatokkain,/ˈʋihmɑmɑtokːɑi̯n/,/ˈʋihmɑmɑtokːɑi̯ne/
viimein,/ˈʋiːmei̯ne/,/ˈʋiːmei̯n/
Viiseniä,/ˈʋiːsenjæ/,/ˈʋiːseniæ/
viiskymment,/ˈʋiːskymːentæ/,/ˈʋiːskymːent/
Viiseniäpäivä,/ˈʋiːsenjæpæi̯ʋæ/,/ˈʋiːseniæpæi̯ʋæ/
viis,/ˈʋiːsi/,/ˈʋiːs/
viljaaitta,/ˈʋiljɑɑi̯tːɑ/,/ˈʋiljɑːitːɑ/
viluin,/ˈʋilui̯ne/,/ˈʋilui̯n/
voos,/ˈʋoːsi/,/ˈʋoːs/
väkövä,/ˈʋækeʋæ/,/ˈʋækøʋæ/
vähätiitoin,/ˈʋæhætiːtoi̯ne/,/ˈʋæhætiːtoi̯n/
välis,/ˈʋælisːæ/,/ˈʋælis/
välist,/ˈʋælistæ/,/ˈʋælis/
vällää,/ˈʋælæː/,/ˈʋælːæː/
vässyä,/ˈʋæsyæ/,/ˈʋæsːyæ/
yks,/ˈyks/,/ˈykse/
ylläält,/ˈylæːltæ/,/ˈylːæːltæ/
ympäär,/ˈympæri/,/ˈympæːr/
ööl,/ˈøːlːæ/,/ˈøːl/
öötöinpäivätöin,/ˈøːtøi̯n ˈpæi̯ʋætøi̯n/,/ˈøːtøi̯npæi̯ʋætøi̯n/
alemmaal,/ˈɑlemːɑlːɑ/,/ˈɑlemːɑːlːɑ/
allaa,/ˈɑlɑː/,/ˈɑlːɑː/
alus,/ˈɑlusːɑ/,/ˈɑlus/
arhitektori,/ˈɑrhitektori/,/ˈɑritektori/
assua,/ˈɑsuɑ/,/ˈɑsːuɑ/
as,/ˈɑsːɑ/,/ˈɑs/
assiapaperi,/ˈɑsiɑpɑperi/,/ˈɑsːiɑpɑperi/
avtora,/ˈɑftorɑ/,/ˈɑʋtorɑ/
ellään,/ˈelæːn/,/ˈelːæːn/
ennemoin,/ˈenːemoi̯n/,/ˈenːemoi̯ne/
etemmääl,/ˈetemːælːæ/,/ˈetemːæːlːæ/
etespäin,/ˈetespæi̯/,/ˈetespæi̯ne/
etteepäin,/ˈeteːnpæi̯/,/ˈetːeːpæi̯ne/
etteeneeglan,/ˈeteːneːɡlɑn/,/ˈetːeːneːɡlɑn/
etukättee,/ˈetukæteː/,/ˈetukætːeː/
etähälle,/ˈetæːlːe/,/ˈetæhælːe/
garmonia,/ˈɡɑrmoneː/,/ˈɡɑrmoniɑ/
hajuin,/ˈhɑjui̯ne/,/ˈhɑjui̯n/
hanhiparvi,/ˈhɑnepɑrʋi/,/ˈhɑnipɑrʋi/
heenoluin,/ˈheːnolui̯ne/,/ˈheːnolui̯n/
helmiin,/ˈhelmiːn/,/ˈhelmine/
hersi,/ˈhirsi/,/ˈhersi/
hoppialappa,/ˈhopiɑlɑpːɑ/,/ˈhopːiɑlɑpːɑ/
hupeloin,/ˈhupeloi̯n/,/ˈhupeloi̯ne/
hyvämakuin,/ˈhyʋæmɑkui̯ne/,/ˈhyʋæmɑkui̯n/
hävviissä,/ˈhæʋiːsːæ/,/ˈhæʋːiːsːæ/
ikkunaal,/ˈikːunɑlːɑ/,/ˈikːunɑːlːɑ/
ikkää,/ˈikæː/,/ˈikːæː/
jalal,/ˈjɑlɑlːɑ/,/ˈjɑlɑl/
jaloil,/ˈjɑloi̯lːɑ/,/ˈjɑloi̯l/
jauhouhlu,/ˈjɑu̯houhlu/,/ˈjɑu̯hou̯hlu/
jäin,/ˈjæi̯n/,/ˈjæi̯ne/
kakskymment,/ˈkɑkskymːentæ/,/ˈkɑkskymːent/
kanahanhi,/ˈkɑnɑhɑne/,/ˈkɑnɑhɑni/
kanappia,/ˈkɑnɑpːiɑ/,/ˈkɑnɑpiɑ/
kapja,/ˈkɑbjɑ/,/ˈkɑpjɑ/
kerrääläin,/ˈkeræːlæi̯ne/,/ˈkerːæːlæi̯ne/
kiitolliin,/ˈkiːtːolːine/,/ˈkiːtolːine/
kimmiä,/ˈkimiæ/,/ˈkimːiæ/
kiviaita,/ˈkiʋiɑi̯tɑ/,/ˈkiʋijɑi̯tɑ/
kivviin,/ˈkiʋiːn/,/ˈkiʋːine/
koiruin,/ˈkoi̯rui̯ne/,/ˈkoi̯rui̯n/
koitoin,/ˈkoitoi̯n/,/ˈkoi̯toi̯n/
koltkymment,/ˈkoltkymːentæ/,/ˈkoltkymːent/
komal,/ˈkomɑlːɑ/,/ˈkomɑl/
kommia,/ˈkomiɑ/,/ˈkomːiɑ/
kommia,/ˈkomijɑ/,/ˈkomːiɑ/
kookkia,/ˈkoːkːijɑ/,/ˈkoːkːiɑ/
korvantakkuus,/ˈkorʋɑntɑkuːs/,/ˈkorʋɑntɑkːuːs/
kottii,/ˈkotiː/,/ˈkotːiː/
kottii,/ˈkotiːsːe/,/ˈkotːiː/
kossia,/ˈkosijɑ/,/ˈkosiɑ/
kovvuus,/ˈkoʋuːs/,/ˈkoʋːuːs/
kraappia,/ˈkrɑːpːiɑ/,/ˈkrɑːpiɑ/
kukkaa,/ˈkukɑː/,/ˈkukːɑː/
kullua,/ˈkuluɑ/,/ˈkulːuɑ/
kultoin,/ˈkultoi̯ne/,/ˈkultoi̯n/
kural,/ˈkurɑlːɑ/,/ˈkurɑl/
kuttiissa,/ˈkutiːsːɑ/,/ˈkutːiːsːɑ/
kyssyä,/ˈkysyæ/,/ˈkysːyæ/
käköin,/ˈkækøi̯ne/,/ˈkækøi̯n/
käsivars,/ˈkæsiʋɑrsi/,/ˈkæsiʋɑrs/
laata,/ˈlɑɑtɑ/,/ˈlɑːtɑ/
lapja,/ˈlɑbjɑ/,/ˈlɑpjɑ/
lankoin,/ˈlɑŋkoi̯n/,/ˈlɑŋkoi̯ne/
lappaa,/ˈlɑpɑː/,/ˈlɑpːɑː/
laps,/ˈlɑpsi/,/ˈlɑps/
lihhoa,/ˈlihoɑ/,/ˈlihːoɑ/
liikutin,/ˈliːkutine/,/ˈliːkutin/
lippiäkeeli,/ˈlipiækeːli/,/ˈlipːiækeːli/
logillisest,/ˈloɡilːisestɑ/,/ˈloɡilːisestæ/
loont,/ˈloːntɑ/,/ˈloːnt/
loont,/ˈloːnut/,/ˈloːnt/
loukuin,/ˈlou̯kui̯ne/,/ˈlou̯kui̯n/
lukkia,/ˈlukiɑ/,/ˈlukːiɑ/
luin,/ˈlui̯ne/,/ˈlui̯n/
läkkäämiin,/ˈlækæːmine/,/ˈlækːæːmine/
läkkäämisjutto,/ˈlækæːmisjutːo/,/ˈlækːæːmisjutːo/
läns,/ˈlænsi/,/ˈlæns/
maistaissa,/ˈmɑstɑi̯sːɑ/,/ˈmɑi̯stɑi̯sːɑ/
makkia,/ˈmɑkiɑ/,/ˈmɑkːiɑ/
makkiataikina,/ˈmɑkiɑtɑi̯kinɑ/,/ˈmɑkːiɑtɑi̯kinɑ/
mancikka,/ˈmɑnt͡sikːɑ/,/ˈmɑnt͡ʃikːɑ/
marha,/ˈmɑrhɑ/,/ˈmɑrɑ/
marjakönkörä,/ˈmætæskøŋkøræ/,/ˈmɑrjɑkøŋkøræ/
metsoin,/ˈmet͡soi̯n/,/ˈmet͡soi̯ne/
mist,/ˈmistæ/,/ˈmis/
miult,/ˈmiu̯ltɑ/,/ˈmiu̯ltæ/
miä,/ˈmiæ̯/,/ˈmiæ/
miul,/ˈmiu̯lːɑ/,/ˈmiu̯lːe/
moisio,/ˈmoi̯sjo/,/ˈmoi̯sio/
mones,/ˈmonesːɑ/,/ˈmones/
moniääniin,/ˈmoniæːnine/,/ˈmonijæːnine/
munanvars,/ˈmunɑnʋɑrsi/,/ˈmunɑnʋɑrs/
