word,transcription
ä’bvȯndzi,ˈæˀbˌvɤndzi
ä’busk,ˈæˀbˌusk
ä’ggõz,ˈæˀɡːəz
ädāgõ,ˈædɑːɡə
ädā,ˈædɑː
äkīst,ˈækiːst
ältõ,ˈæltə
ä’gstõ,ˈæˀɡstə
äl,ˈæl
ändi,ˈændi
ämār,ˈæmɑːr
ärb,ˈærb
äp,ˈæp
äm,ˈæm
ät,ˈæt
ǟnda,ˈæːndɑ
Ǟ,æː
ǟ,æː
ǟma,ˈæːmɑ
ǟrma,ˈæːrmɑ
ǟrga,ˈæːrɡɑ
ǟrmatõ,ˈæːrmɑtə
bä’bbõrz,ˈbæˀbːərz
bakbord,ˈbɑkˌbord
bäs,ˈbæs
Belgij,ˈbelɡij
Beļgij,ˈbeʎɡij
bä’zmõr,ˈbæˀzmər
bikšõd,ˈbikʃəd
birkov,ˈbirkov
bikt,ˈbikt
Bībõl,ˈbiːbəl
bīlda,ˈbiːldɑ
bet,ˈbet
bībõl,ˈbiːbəl
bīskop,ˈbiːskop
bokā,ˈbokɑː
blē’ḑ,ˈbleːˀɟ
blē’ḑ,ˈbleːˀɟ
bīețõz,ˈbiːecəz
bokāmǭŗa,ˈbokɑːˌmɒːrʲɑ
bleifēdõr,ˈbleifeːdər
bomīkšõ,ˈbomiːkʃə
b,b
borāvīk,ˈborɑːviːk
borātõ,ˈborɑːtə
Bosnij,ˈbosnij
bǭn,ˈbɒːn
bǭik,ˈbɒːik
bǭik,ˈbɒːik
bo’ŗ,ˈboˀrʲ
bǭļa,ˈbɒːʎɑ
borkõn,ˈborkən
bǭr,ˈbɒːr
Brissõl,ˈbrisːəl
brēḑig,ˈbreːɟiɡ
bre’ḑḑõ,ˈbreˀɟːə
brīõz,ˈbriːɯz
brūokst,ˈbruːokst
brī,ˈbriː
brõuvõ,ˈbrɯuvə
bukštīerõ,ˈbukʃtiːerə
Bulgārij,ˈbulɡɑːrij
brūni,ˈbruːni
broutšõ,ˈbrout͡ʃə
bu’ļ,ˈbuˀʎ
buzārtõ,ˈbuzɑːrtə
bumbīer,ˈbumbiːer
bu’ŗŗõ,ˈbuˀrʲːə
būmbal,ˈbuːmbɑl
būolgõz,ˈbuːolɡəz
dadžā,ˈdɑdʒɑː
būom,ˈbuːom
dabā,ˈdɑbɑː
būoḑ,ˈbuːoɟ
da’ggõl,ˈdɑˀɡːəl
daņtš,ˈdɑɲt͡ʃ
da’nktõ,ˈdɑˀnktə
danktõ,ˈdɑnktə
damā,ˈdɑmɑː
dattõd,ˈdɑtːəd
datōr,ˈdɑtoːr
daņtšõ,ˈdɑɲt͡ʃə
derk,ˈderk
dālba,ˈdɑːlbɑ
datīv,ˈdɑtiːv
dēļ,ˈdeːʎ
detsembõr,ˈdetsembər
dek,ˈdek
dek,ˈdek
Dēņmǭ,ˈdeːɲˌmɒː
dillõd,ˈdilːəd
drukkõ,ˈdrukːə
duņtš,ˈduɲt͡ʃ
dullõnz,ˈdulːənz
Dūoņig,ˈduːoɲiɡ
drū’ošõ,ˈdruːˀoʃə
dūrbal,ˈduːrbɑl
ḑ,ɟ
Ḑ,ɟ
d,d̪
e’gļi,ˈeˀɡʎi
e’ḑḑi,ˈeˀɟːi
e’ḑḑi,ˈeˀɟːi
Eirōp,ˈeiroːp
elatīv,ˈelɑtiːv
e’ḑḑini’m,ˈeˀɟːiˌniˀm
eitõ,ˈeitə
eitõ,ˈeitə
eitõ,ˈeitə
e’ggiļ,ˈeˀɡːiʎ
elektrīb,ˈelektriːb
eļm,ˈeʎm
eļkõ,ˈeʎkə
eļ,ˈeʎ
eļ,ˈeʎ
eļļõ,ˈeʎːə
eļļõ,ˈeʎːə
eļļõ,ˈeʎːə
Englišmǭ,ˈenɡliʃˌmɒː
engõl,ˈenɡəl
Engõlmǭ,ˈenɡəlˌmɒː
entsiklopēdij,ˈentsiklopeːdij
epțõ,ˈepcə
erk,ˈerk
e’žmi,ˈeˀʒmi
e’žmõks,ˈeˀʒməks
ețkā,ˈeckɑː
erktõ,ˈerktə
ertļõ,ˈertʎə
evangēlium,ˈevɑnɡeːlium
e’žžõmpǟva,ˈeˀʒːəmˌpæːvɑ
e’žǭ’rõn,ˈeˀʒˌɒːˀrən
ē,eː
ēdrõm,ˈeːdrəm
ēbrikš,ˈeːbrikʃ
ē’ḑõ,ˈeːˀɟə
ēdrikšõ,ˈeːdrikʃə
ē’ņõz,ˈeːˀɲəz
ēļ,ˈeːʎ
ē’ḑtõ,ˈeːˀɟtə
ērgiļnikā,ˈeːrɡiʎˌnikɑː
ērgiļd,ˈeːrɡiʎd
ēriņ,ˈeːriɲ
ētam,ˈeːtɑm
Ēstimǭ,ˈeːstiˌmɒː
februār,ˈfebruɑːr
ēviļ,ˈeːviʎ
ēviļtõ,ˈeːviʎtə
Frantsij,ˈfrɑntsij
fakt,ˈfɑkt
fonētik,ˈfoneːtik
februar,ˈfebruɑr
e,e
gaffõl,ˈɡɑfːəl
gadāg,ˈɡɑdɑːɡ
gārban,ˈɡɑːrbɑn
f,f
gilgõ,ˈɡilɡə
genitīv,ˈɡenitiːv
goŗīkšõ,ˈɡorʲiːkʃə
Gipk,ˈɡipk
glǭz,ˈɡlɒːz
gidīkšõ,ˈɡidiːkʃə
giltõ,ˈɡiltə
glä’bbõ,ˈɡlæˀbːə
Grēkõmǭ,ˈɡreːkəˌmɒː
guŗkõz,ˈɡurʲkəz
gūngaserk,ˈɡuːnɡɑˌserk
Grīekmǭ,ˈɡriːekˌmɒː
grād,ˈɡrɑːd
g,ɡ
gūogõz,ˈɡuːoɡəz
gūlma,ˈɡuːlmɑ
grant,ˈɡrɑnt
idāntõ,ˈidɑːntə
idā,ˈidɑː
i’bbi,ˈiˀbːi
i’ddõ,ˈiˀdːə
i’ddõ,ˈiˀdːə
Holand,ˈholɑnd
ibūks,ˈibuːks
i’g,ˈiˀɡ
Horvātij,ˈhorvɑːtij
igāb,ˈiɡɑːb
i’gmõd,ˈiˀɡməd
igāniz,ˈiɡɑːniz
i’ggõz,ˈiˀɡːəz
i’ggi,ˈiˀɡːi
igā,ˈiɡɑː
ikš,ˈikʃ
ikš,ˈikʃ
-ij,-ij
h,x
ikšlu’g,ˈikʃˌluˀɡ
ikši’ggiņ,ˈikʃˌiˀɡːiɲ
ildīņ,ˈildiːɲ
ikštäuž,ˈikʃˌtæuʒ
ilp,ˈilp
ikštuoistõn,ˈikʃˌtuoistən
i’ldõ,ˈiˀldə
illatīv,ˈilːɑtiːv
i’lzõ,ˈiˀlzə
i’ļ,ˈiˀʎ
i’ļ,ˈiˀʎ
ilā,ˈilɑː
i’llõ,ˈiˀlːə
i’ļdžēmḑa,ˈiˀʎˌdʒeːmɟɑ
i’ļļõ,ˈiˀʎːə
i’ļļiskūol,ˈiˀʎːiˌskuːol
i’m,ˈiˀm
immõr,ˈimːər
immõr,ˈimːər
immõr,ˈimːər
immõrtõ,ˈimːərtə
imāb,ˈimɑːb
i’mtõ,ˈiˀmtə
inesīv,ˈinesiːv
imū,ˈimuː
i’mlõ,ˈiˀmlə
i’mmõ,ˈiˀmːə
i’mmõ,ˈiˀmːə
ind,ˈind
informātsij,ˈinformɑːtsij
Irē jo’ug,ˈireːˌjoˀuɡ
instrumentāl,ˈinstrumentɑːl
i’nnõ,ˈiˀnːə
irdi,ˈirdi
Irē,ˈireː
irīkšõ,ˈiriːkʃə
irg,ˈirɡ
irm,ˈirm
irgõ,ˈirɡə
irmtõ,ˈirmtə
irmõz,ˈirməz
irmõz,ˈirməz
iŗāmǭŗa,ˈirʲɑːˌmɒːrʲɑ
istōrij,ˈistoːrij
Itāļmǭ,ˈitɑːʎˌmɒː
istõ,ˈistə
Itālij,ˈitɑːlij
Island,ˈislɑnd
itkõ,ˈitkə
izā,ˈizɑː
izāmǭ,ˈizɑːˌmɒː
izāsõzār,ˈizɑːˌsɯzɑːr
izānd,ˈizɑːnd
i’z,ˈiˀz
izāve’ļ,ˈizɑːˌveˀʎ
I’zrael,ˈiˀzrɑ.el
i’zt,ˈiˀzt
ī’dlimi,ˈiːˀdlimi
ī’dõks,ˈiːˀdəks
Izraēl,ˈizrɑ.eːl
ī’diņțõ,ˈiːˀdiɲcə
ī’dõkskimdõ,ˈiːˀdəksˌkimdə
ī,iː
ī’dõkskimdõz,ˈiːˀdəksˌkimdəz
ī’dõksmõz,ˈiːˀdəksməz
ī’dõkssadāz,ˈiːˀdəksˌsɑdɑːz
ī’dõkstuoistõn,ˈiːˀdəksˌtuoistən
ī’dõkssadā,ˈiːˀdəksˌsɑdɑː
ī’dsku’bs,ˈiːˀdsˌkuˀbs
ī’dõkstuoistõnz,ˈiːˀdəksˌtuoistənz
īedõ,ˈiːedə
ī’edõ,ˈiːˀedə
īedõ,ˈiːedə
ī’dtõlu’ggõ,ˈiːˀdtəˌluˀɡːə
īeīr,ˈiːeˌiːr
īeltõ,ˈiːeltə
īe,ˈiːe
īevad,ˈiːevɑd
īekõ,ˈiːekə
ī’dtuoistõnz,ˈiːˀdˌtuoistənz
īlbõks,ˈiːlbəks
īlgaz,ˈiːlɡɑz
ī’m,ˈiːˀm
īlma,ˈiːlmɑ
īlma,ˈiːlmɑ
īlma,ˈiːlmɑ
īņõkst,ˈiːɲəkst
īnda,ˈiːndɑ
īņõzki’lliji,ˈiːɲəzˌkiˀlːiji
īr,ˈiːr
īr,ˈiːr
īņõz,ˈiːɲəz
Īra,ˈiːrɑ
īrgandõks,ˈiːrɡɑndəks
Īrõmǭ,ˈiːrəˌmɒː
Īra jo’ug,ˈiːrɑˌjoˀuɡ
Īsland,ˈiːslɑnd
ī’ti,ˈiːˀti
ī’t,ˈiːˀt
ī’ž,ˈiːˀʒ
ī’ž,ˈiːˀʒ
ī’žki’lliji,ˈiːˀʒˌkiˀlːiji
jadā,ˈjɑdɑː
jakt,ˈjɑkt
ja’mdi,ˈjɑˀmdi
ja’ggõ,ˈjɑˀɡːə
ja’ggõ,ˈjɑˀɡːə
jaļkš,ˈjɑʎkʃ
jaktõ,ˈjɑktə
ja’mdõ,ˈjɑˀmdə
janvār,ˈjɑnvɑːr
ja’g,ˈjɑˀɡ
jamstõ,ˈjɑmstə
jālga,ˈjɑːlɡɑ
jarā,ˈjɑrɑː
jatkõ,ˈjɑtkə
jatkõ,ˈjɑtkə
jatk,ˈjɑtk
jatk,ˈjɑtk
Jālgab,ˈjɑːlɡɑb
jālgab,ˈjɑːlɡɑb
jämp,ˈjæmp
jālgiņ,ˈjɑːlɡiɲ
jedāl,ˈjedɑːl
j,j
je’dmõl,ˈjeˀdməl
je’dmõl,ˈjeˀdməl
je’dsõ,ˈjeˀdsə
je’dsõ,ˈjeˀdsə
je’ddõpē’ḑõn,ˈjeˀdːəˌpeːˀɟən
je’ddõ,ˈjeˀdːə
je’ddõ,ˈjeˀdːə
je’ds,ˈjeˀds
je’ds,ˈjeˀds
je’ds,ˈjeˀds
je’dstõ,ˈjeˀdstə
je’dspē’ḑõn,ˈjeˀdsˌpeːˀɟən
jegāikš,ˈjeɡɑːˌikʃ
jegāikš,ˈjeɡɑːˌikʃ
jegā,ˈjeɡɑː
ja,ˈjɑ
jeiji,ˈjeiji
Jeime’r,ˈjeiˌmeˀr
jelāb,ˈjelɑːb
jelāb,ˈjelɑːb
jeksõ,ˈjeksə
jei,ˈjei
jelāj,ˈjelɑːj
je’l,ˈjeˀl
jelānikā,ˈjelɑːˌnikɑː
je’lsõ,ˈjeˀlsə
je’lsõ,ˈjeˀlsə
jelāmi,ˈjelɑːmi
jemānd,ˈjemɑːnd
je’llõ,ˈjeˀlːə
jemākēļ,ˈjemɑːˌkeːʎ
jemā,ˈjemɑː
jemāsõzār,ˈjemɑːˌsɯzɑːr
jemīņ,ˈjemiːɲ
jeng,ˈjenɡ
jengõ,ˈjenɡə
jemāve’ļ,ˈjemɑːˌveˀʎ
je’ngõz,ˈjeˀnɡəz
je’nnõ,ˈjeˀnːə
jērnaz,ˈjeːrnɑz
jettõ,ˈjetːə
jo’uļiki,ˈjoˀuʎiki
joud,ˈjoud
joudzi,ˈjoudzi
jougūzõ,ˈjouˌɡuːzə
joudõ,ˈjoudə
jo’ug,ˈjoˀuɡ
joutõm,ˈjoutəm
joutõm,ˈjoutəm
joutõmläpš,ˈjoutəmˌlæpʃ
jovātõ,ˈjovɑːtə
jo’vd,ˈjoˀvd
jǭ’dõ,ˈjɒːˀdə
jǭlõks,ˈjɒːləks
jo,juo
jo,juo
jōtaz,ˈjoːtɑz
jǭra,ˈjɒːrɑ
jõbā,ˈjɯbɑː
jǭḑ,ˈjɒːɟ
jǭsõ,ˈjɒːsə
jǭņpǟva kū,ˈjɒːɲˌpæːvɑˌkuː
Jǭņpǟva,ˈjɒːɲˌpæːvɑ
jõugõmǭŗa,ˈjɯuɡəˌmɒːrʲɑ
julgõ,ˈjulɡə
jõvīst,ˈjɯviːst
jõ’vvõ,ˈjɯˀvːə
jõ’vvõ,ˈjɯˀvːə
jõvā ūomõg,ˈjɯvɑː ˈuːoməɡ
jumāl,ˈjumɑːl
jõvā,ˈjɯvɑː
jõugõ,ˈjɯuɡə
julgi,ˈjulɡi
jõvām,ˈjɯvɑːm
Jumāl,ˈjumɑːl
juo,ˈjuo
jū’odiji,ˈjuːˀodiji
Jūdõmǭ,ˈjuːdəˌmɒː
jutlõks,ˈjutləks
jūlij,ˈjuːlij
jurg,ˈjurɡ
jūnij,ˈjuːnij
jūoimi,ˈjuːoimi
jū’od,ˈjuːˀod
jutlõ,ˈjutlə
jūodõ,ˈjuːodə
jū’odõ,ˈjuːˀodə
jūoimki,ˈjuːoimki
jūom,ˈjuːom
jūoji,ˈjuːoji
jūokš,ˈjuːokʃ
jūomi,ˈjuːomi
jūŗ,ˈjuːrʲ
jūomnāiga,ˈjuːomnˌɑːiɡɑ
jū’rõ,ˈjuːˀrə
jū’rõ,ˈjuːˀrə
jū’rõ,ˈjuːˀrə
jū’rõ,ˈjuːˀrə
jūrõ,ˈjuːˀrə
jūotõ,ˈjuːotə
jūokšõ,ˈjuːokʃə
jūsõ,ˈjuːsə
kabāt,ˈkɑbɑːt
kabāl,ˈkɑbɑːl
kabātš,ˈkɑbɑːt͡ʃ
kaffekuodā,ˈkɑfːeˌkuodɑː
ka’d,ˈkɑˀd
ka’d,ˈkɑˀd
kaffetas,ˈkɑfːeˌtɑs
ka’ddõ,ˈkɑˀdːə
ka’ddõ,ˈkɑˀdːə
ka’ggõl,ˈkɑˀɡːəl
ka’ggõrz,ˈkɑˀɡːərz
kaibõ,ˈkɑibə
kaimkuodā,ˈkɑimˌkuodɑː
kaffe,ˈkɑfːe
kaimõ,ˈkɑimə
kajāgõz,ˈkɑjɑːɡəz
kaits,ˈkɑits
kaits,ˈkɑits
k,k
kakšsadā,ˈkɑkʃˌsɑdɑː
kak,ˈkɑk
ka,ˈkɑ
kakštuoistõn,ˈkɑkʃˌtuoistən
ka’jtõ,ˈkɑˀjtə
ka’j,ˈkɑˀj
kalādrok,ˈkɑlɑːdˌrok
kalā,ˈkɑlɑː
kamār,ˈkɑmɑːr
kanā,ˈkɑnɑː
Kanād,ˈkɑnɑːd
kangpūd,ˈkɑnɡˌpuːd
kalāmīez,ˈkɑlɑːˌmiːez
kakš,ˈkɑkʃ
ka’ņki,ˈkɑˀɲki
kangtõ,ˈkɑnɡtə
kaptēn,ˈkɑpteːn
kakškimdõ,ˈkɑkʃˌkimdə
kaitsõ,ˈkɑitsə
kaitsõ,ˈkɑitsə
kangti,ˈkɑnɡti
kapīņțõ,ˈkɑpiːɲcə
kaļ,ˈkɑʎ
kaļ,ˈkɑʎ
kand,ˈkɑnd
kand,ˈkɑnd
kartõ,ˈkɑrtə
kard,ˈkɑrd
ka’rdi,ˈkɑˀrdi
kardi,ˈkɑrdi
kardi,ˈkɑrdi
kargõ,ˈkɑrɡə
kastõ,ˈkɑstə
kastõ,ˈkɑstə
kast,ˈkɑst
kast,ˈkɑst
kastūg,ˈkɑstuːɡ
kaš,ˈkɑʃ
katkõ,ˈkɑtkə
katkismus,ˈkɑtkismus
karū,ˈkɑruː
kaļāj,ˈkɑʎɑːj
kas,ˈkɑs
katōļusk,ˈkɑtoːʎˌusk
kattõ,ˈkɑtːə
kandõ,ˈkɑndə
kațļā,ˈkɑcʎɑː
ka’žži,ˈkɑˀʒːi
ka’z,ˈkɑˀz
kāinal,ˈkɑːinɑl
kālma,ˈkɑːlmɑ
karri,ˈkɑrːi
karīņțõ,ˈkɑriːɲcə
kaņț,ˈkɑɲc
Kāndab,ˈkɑːndɑb
kāndla,ˈkɑːndlɑ
katūks,ˈkɑtuːks
kazātõ,ˈkɑzɑːtə
kāngaz,ˈkɑːnɡɑz
kāndam,ˈkɑːndɑm
kāndatõ,ˈkɑːndɑtə
kāika,ˈkɑːikɑ
käbā,ˈkæbɑː
käbā,ˈkæbɑː
käbrāz,ˈkæbrɑːz
kä’dlabā,ˈkæˀdˌlɑbɑː
kädūks,ˈkæduːks
kä’dvaŗž,ˈkæˀdˌvɑrʲʒ
kāndõks,ˈkɑːndəks
kāima,ˈkɑːimɑ
kārgastõ,ˈkɑːrɡɑstə
kärp,ˈkærp
kä’l,ˈkæˀl
kǟnga,ˈkæːnɡɑ
kāngar,ˈkɑːnɡɑr
kǟ’dõ,ˈkæːˀdə
kǟrpa,ˈkæːrpɑ
kǟrani,ˈkæːrɑni
kǟrani,ˈkæːrɑni
kejā,ˈkejɑː
kem,ˈkem
kemmõ,ˈkemːə
käsk,ˈkæsk
kerīkšõ,ˈkeriːkʃə
kerk,ˈkerk
kerk,ˈkerk
ke’ržõ,ˈkeˀrʒə
ke’ž,ˈkeˀʒ
käpā,ˈkæpɑː
käskõ,ˈkæskə
käskõ,ˈkæskə
kēņig,ˈkeːɲiɡ
kärmi,ˈkærmi
keijõ,ˈkeijə
kēra,ˈkeːrɑ
kēja,ˈkeːjɑ
kēratõks,ˈkeːrɑtəks
kēratõ,ˈkeːrɑtə
kibār,ˈkibɑːr
ki’bḑi,ˈkiˀbɟi
kidūd,ˈkiduːd
kierā,ˈkierɑː
kie’ddõr,ˈkieˀdːər
kēravīț,ˈkeːrɑˌviːc
kieuž,ˈkieuʒ
kie’v,ˈkieˀv
kievād,ˈkievɑːd
kievād,ˈkievɑːd
kēk,ˈkeːk
kierdõ,ˈkierdə
kik,ˈkik
kikīm,ˈkikiːm
ki’l,ˈkiˀl
ki’l,ˈkiˀl
ki’l,ˈkiˀl
kil,ˈkil
kilā,ˈkilɑː
kild,ˈkild
ki’lgõ,ˈkiˀlɡə
kilgõ,ˈkilɡə
kilgõ,ˈkilɡə
kēv,ˈkeːv
kierdi,ˈkierdi
kilgsõ,ˈkilɡsə
kilgsõ,ˈkilɡsə
kilmõ,ˈkilmə
kiļ,ˈkiʎ
kiļb,ˈkiʎb
kiļg,ˈkiʎɡ
kimdõ,ˈkimdə
kievām,ˈkievɑːm
kimmõz,ˈkimːəz
kindõ,ˈkində
kino,ˈkino
kilgstõ,ˈkilɡstə
kilgstõ,ˈkilɡstə
ki’r,ˈkiˀr
ki’r,ˈkiˀr
kirb,ˈkirb
kirt,ˈkirt
kiņņõ,ˈkiɲːə
kiršt,ˈkirʃt
kistāntõ,ˈkistɑːntə
kitkõ,ˈkitkə
killõ,ˈkilːə
ki’llõ,ˈkiˀlːə
kitsāstiz,ˈkitsɑːstiz
kis,ˈkis
kimp,ˈkimp
ki’zlõ,ˈkiˀzlə
ki’zzõ,ˈkiˀzːə
kīebi,ˈkiːebi
kīebi,ˈkiːebi
kiršõmǭŗa,ˈkirʃəˌmɒːrʲɑ
kistõ,ˈkistə
kīeldõ,ˈkiːeldə
kīeldõ,ˈkiːeldə
kīerlõ,ˈkiːerlə
kīerõ,ˈkiːerə
kīetõ,ˈkiːetə
kī’l,ˈkiːˀl
kīlma,ˈkiːlmɑ
kīlma,ˈkiːlmɑ
kīedõ,ˈkiːedə
kīļaz,ˈkiːʎɑz
kīļaz,ˈkiːʎɑz
kīndaz,ˈkiːndɑz
kīela,ˈkiːelɑ
kittõb,ˈkitːəb
Kīnõmǭ,ˈkiːnəˌmɒː
kīntš,ˈkiːnt͡ʃ
kīndabǟ,ˈkiːndɑˌbæː
kīņḑõlpǟva,ˈkiːɲɟəlˌpæːvɑ
kīņḑõļkū,ˈkiːɲɟəʎˌkuː
kīndõrbū,ˈkiːndərˌbuː
kīņtš,ˈkiːɲt͡ʃ
kīraz,ˈkiːrɑz
kīņ,ˈkiːɲ
kīļ,ˈkiːʎ
kīļ,ˈkiːʎ
kītõks,ˈkiːtəks
kīlmakū,ˈkiːlmɑˌkuː
kīņḑõl,ˈkiːɲɟəl
kīņḑõl,ˈkiːɲɟəl
kīskõ,ˈkiːskə
klūk,ˈkluːk
klūostõr,ˈkluːostər
knīplōka,ˈkniːpˌloːkɑ
ko’ggõrz,ˈkoˀɡːərz
ko’ggõrz,ˈkoˀɡːərz
ko’gtõ,ˈkoˀɡtə
kok,ˈkok
koks,ˈkoks
knaš,ˈknɑʃ
kontsert,ˈkontsert
kougi,ˈkouɡi
kouš,ˈkouʃ
kīvit,ˈkiːvit
kītõbsõnā,ˈkiːtəbˌsɯnɑː
kovāl,ˈkovɑːl
kovālõz,ˈkovɑːləz
kouvõ,ˈkouvə
kouvõ,ˈkouvə
konferents,ˈkonferents
kouv,ˈkouv
kouv,ˈkouv
kǭ’dõkskimdõz,ˈkɒːˀdəksˌkimdəz
kǭ’dõkssadāz,ˈkɒːˀdəksˌsɑdɑːz
kǭ’dõkstuoistõnz,ˈkɒːˀdəksˌtuoistənz
kǭ’dsadāz,ˈkɒːˀdˌsɑdɑːz
kōgaz,ˈkoːɡɑz
kǭ’dtuoistõnz,ˈkɒːˀdˌtuoistənz
kovālstiz,ˈkovɑːlstiz
kǭj,ˈkɒːj
kǭ’dõks,ˈkɒːˀdəks
kǭ’ļõ,ˈkɒːˀʎə
kǭma,ˈkɒːmɑ
kǭmal,ˈkɒːmɑl
kǭņim,ˈkɒːɲim
kǭņtš,ˈkɒːɲt͡ʃ
kōp,ˈkoːp
kōgi,ˈkoːɡi
kōgi,ˈkoːɡi
kǭ’dkimdõz,ˈkɒːˀdˌkimdəz
kǭra,ˈkɒːrɑ
kǭ’dõkstuoistõn,ˈkɒːˀdəksˌtuoistən
kǭ’skõ,ˈkɒːˀskə
kǭ’tõ,ˈkɒːˀtə
kōsta,ˈkoːstɑ
kǭv,ˈkɒːv
kõ’ddõrz,ˈkɯˀdːərz
kõ’l,ˈkɯˀl
kõlā,ˈkɯlɑː
kōpmīez,ˈkoːpˌmiːez
kõlbõ,ˈkɯlbə
kõps,ˈkɯps
kõm,ˈkɯm
kǭr,ˈkɒːr
kǭrtõz,ˈkɒːrtəz
kõvīst,ˈkɯviːst
kõzīņtõ,ˈkɯziːɲtə
kõ’zzi,ˈkɯˀzːi
kȭlbatõ,ˈkɯːlbɑtə
