word,transcription
kerroš,/ˈkerːoʃ/
kennih,/ˈkenʲːih/
kanta,/ˈkɑntɑ/
kešä,/ˈkeʃæ/
kešäkuu,/ˈkeʃækuː/
kežä,/ˈkeʒæ/
ken,/ˈken/
keški-ikähini,/ˈkeʃkiikæhinʲi/
kevät,/ˈkeʋæt/
kibu,/ˈkibu/
keyhä,/ˈkey̯hæ/
keyhä,/ˈkey̯hæ/
kilpikonna,/ˈkilʲpikonːɑ/
kibie,/ˈkibie̯/
kiitoš,/ˈkiːtoʃ/
kipie,/ˈkipie̯/
kilpailu,/ˈkilpɑi̯lu/
kiittiä,/ˈkiːtʲːiæ̯/
kivi,/ˈkiʋi/
kivyäri,/ˈkiʋyæ̯ri/
kiittyä,/ˈkiːtʲːyæ̯/
kiugua,/ˈkiu̯ɡuɑ̯/
kniäsä,/ˈknʲiæ̯sʲæ/
kohta,/ˈkohtɑ/
kniäzä,/ˈknʲiæ̯zʲæ/
kivari,/ˈkiʋɑri/
klʹukka,/ˈklʲukːɑ/
kojitoin,/ˈkojitoi̯n/
kondie,/ˈkondie̯/
koi,/ˈkoi̯/
kolme,/ˈkolme/
korenda,/ˈkorendɑ/
kontie,/ˈkontie̯/
konša,/ˈkonʃɑ/
kopeikka,/ˈkopei̯kːɑ/
korento,/ˈkorento/
korbi,/ˈkorbi/
kormani,/ˈkormɑnʲi/
korgie,/ˈkorɡie̯/
korva,/ˈkorʋɑ/
koti,/ˈkotʲi/
kova,/ˈkoʋɑ/
kormano,/ˈkormɑno/
korničča,/ˈkornit͡ʃːɑ/
korvasieni,/ˈkorʋɑsʲie̯nʲi/
kotka,/ˈkotkɑ/
krollikka,/ˈkrolʲːikːɑ/
kostʹa,/ˈkostʲɑ/
kruška,/ˈkruʃkɑ/
kukko,/ˈkukːo/
kruuška,/ˈkruːʃkɑ/
ku,/ˈku/
kuali,/ˈkuɑ̯lʲi/
kulkku,/ˈkulkːu/
kuničča,/ˈkunʲit͡ʃːɑ/
kulku,/ˈkulku/
kurva,/ˈkurʋɑ/
kulʹtura,/kulʲˈturɑ/
kulkulagi,/ˈkulkulɑɡi/
kyllä,/ˈkylʲːæ/
kurki,/ˈkurki/
kuore,/ˈkuo̯re/
kurgi,/ˈkurɡi/
kuu,/ˈkuː/
kyly,/ˈkylʲy/
kuuži,/ˈkuːʒi/
kyngä,/ˈkyŋɡæ/
köyhä,/ˈkøy̯hæ/
kärki,/ˈkærki/
laki,/ˈlɑki/
lampi,/ˈlɑmpi/
lakši,/ˈlɑkʃi/
late,/ˈlɑte/
lagi,/ˈlɑɡi/
kätyt,/ˈkætʲyt/
lebedi,/ˈlʲebedʲi/
lehti,/ˈlʲehtʲi/
ligakuu,/ˈlʲiɡɑkuː/
liga,/ˈlʲiɡɑ/
langa,/ˈlɑŋɡɑ/
liiva,/ˈlʲiːʋɑ/
lehmä,/ˈlʲehmæ/
liäžö,/ˈliæ̯ʒø/
liävä,/ˈlʲiæ̯ʋæ/
lumiukko,/ˈlumiukːo/
lindu,/ˈlʲindu/
lukku,/ˈlukːu/
lisätä,/ˈlisætæ/
lusikka,/ˈlusʲikːɑ/
lokka,/ˈlokːɑ/
lypšiä,/ˈlʲypʃiæ̯/
mai,/ˈmɑi̯/
lämmin,/ˈlʲæmːin/
luu,/ˈluː/
luzikka,/ˈluzʲikːɑ/
löttö,/ˈlʲøtʲːø/
mado,/ˈmɑdo/
mato,/ˈmɑto/
mančikka,/ˈmɑnt͡ʃikːɑ/
maido,/ˈmɑi̯do/
mennä,/ˈmenːæ/
meččo,/ˈmet͡ʃːo/
mi,/ˈmi/
merta,/ˈmertɑ/
mehiläini,/ˈmehilʲæi̯nʲi/
miljoona,/milˈjoːnɑ/
minih,/ˈminʲih/
merda,/ˈmerdɑ/
mieš,/ˈmie̯ʃ/
mua,/ˈmuɑ̯/
muakondie,/ˈmuɑ̯kondie̯/
muu,/ˈmuː/
muamykrä,/ˈmuɑ̯mykræ/
muamo,/ˈmuɑ̯mo/
mägrä,/ˈmæɡræ/
muru,/ˈmuru/
nellä,/ˈnʲelʲːæ/
ne,/ˈnʲe/
mäkrä,/ˈmækræ/
niekla,/ˈnʲie̯klɑ/
nero,/ˈnʲero/
nogi,/ˈnoɡi/
niegla,/ˈnʲie̯ɡlɑ/
nuo,/ˈnuo̯/
nuo,/ˈnuo̯/
noki,/ˈnoki/
nojabrʹa,/ˈnojɑbrʲɑ/
nämä,/ˈnʲæmæ/
nokikana,/ˈnokikɑnɑ/
nyblä,/ˈnʲyblʲæ/
oraš,/ˈorɑʃ/
oraškuu,/ˈorɑʃkuː/
olut,/ˈolut/
nʹokka,/ˈnʲokːɑ/
nyplä,/ˈnʲyplʲæ/
očča,/ˈot͡ʃːɑ/
orava,/ˈorɑʋɑ/
paikka,/ˈpɑi̯kːɑ/
Ortʹtʹo,/ˈortʲːo/
paimen,/ˈpɑi̯men/
paha,/ˈpɑhɑ/
ovi,/ˈoʋi/
ozra,/ˈozrɑ/
pedra,/ˈpedrɑ/
pakkaškuu,/ˈpɑkːɑʃkuː/
peili,/ˈpei̯lʲi/
palokärgi,/ˈpɑlokærɡi/
pii,/ˈpiː/
pereh,/ˈpereh/
peltohiiri,/ˈpeltohiːri/
pitkä,/ˈpitkæ/
pilvi,/ˈpilʲʋi/
piirdiä,/ˈpiːrdʲiæ̯/
pois,/ˈpoi̯s/
poisʹ,/ˈpoi̯sʲ/
poika,/ˈpoi̯kɑ/
piäh,/ˈpiæ̯h/
piäh,/ˈpiæ̯h/
poiga,/ˈpoi̯ɡɑ/
puu,/ˈpuː/
piäššä,/ˈpiæ̯ʃːæ/
präkkö,/ˈprækːø/
pöllöhaukka,/ˈpølʲːøhɑu̯kːɑ/
pyššy,/ˈpyʃːy/
rebo,/ˈrebo/
repo,/ˈrepo/
purku,/ˈpurku/
riehtilä,/ˈrie̯htʲilʲæ/
ruočči,/ˈruo̯t͡ʃːi/
ruoččiheinä,/ˈruo̯t͡ʃːihei̯nʲæ/
riähkä,/ˈriæ̯hkæ/
rahvaš,/ˈrɑhʋɑʃ/
ruškie,/ˈruʃkie̯/
risti,/ˈrisʲtʲi/
ruoho,/ˈruo̯ho/
se,/ˈsʲe/
šaje,/ˈʃɑje/
ryšä,/ˈryʃæ/
senʹtʹabri,/ˈsʲenʲtʲɑbrʲi/
suksi,/ˈsuksi/
šada,/ˈʃɑdɑ/
šana,/ˈʃɑnɑ/
šeiččimen,/ˈʃei̯t͡ʃːimen/
šata,/ˈʃɑtɑ/
šeiččemen,/ˈʃei̯t͡ʃːemen/
še,/ˈʃe/
šanakniiga,/ˈʃɑnɑknʲiːɡɑ/
šoma,/ˈʃomɑ/
šiili,/ˈʃiːlʲi/
šula,/ˈʃulɑ/
Šuomi,/ˈʃuo̯mi/
šormi,/ˈʃormi/
šorša,/ˈʃorʃɑ/
šiä,/ˈʃiæ̯/
šorža,/ˈʃorʒɑ/
šuomi,/ˈʃuo̯mi/
šulakuu,/ˈʃulɑkuː/
šuora,/ˈʃuo̯rɑ/
zakona,/ˈzɑkonɑ/
šygyžy,/ˈʃyɡyʒy/
ta,/ˈtɑ/
šänky,/ˈʃæŋky/
tie,/ˈtʲie̯/
šyyškuu,/ˈʃyːʃkuː/
tammikko,/ˈtɑmːikːo/
talvikuu,/ˈtɑlʋikuː/
toine toizen,/ˈtoi̯nʲe toi̯zen/
talvi,/ˈtɑlʋi/
tammikuu,/ˈtɑmːikuː/
tammi,/ˈtɑmːi/
tuhat,/ˈtuhɑt/
tuli,/ˈtuli/
tuiskukuu,/ˈtui̯skukuː/
tuukkaja,/ˈtuːkːɑjɑ/
tuaš,/ˈtuɑ̯ʃ/
täh,/ˈtʲæh/
tämmöni,/ˈtæmːønʲi/
ukko,/ˈukːo/
tyttö,/ˈtʲytʲːø/
uni,/ˈunʲi/
tähti,/ˈtʲæhtʲi/
tuukkajahaukka,/ˈtuːkːɑjɑhɑu̯kːɑ/
tuuli,/ˈtuːlʲi/
työ,/ˈtʲyø̯/
valehuš,/ˈʋɑlehuʃ/
vanha,/ˈʋɑnhɑ/
valehtua,/ˈʋɑlehtuɑ̯/
valo,/ˈʋɑlo/
valeh,/ˈʋɑleh/
vanhempi,/ˈʋɑnhempi/
venäjä,/ˈʋenʲæjæ/
vavarno,/ˈʋɑʋɑrno/
vesi,/ˈʋesʲi/
vieraš,/ˈʋie̯rɑʃ/
verko,/ˈʋerko/
viessata,/ˈʋie̯sːɑtɑ/
vereš,/ˈʋereʃ/
virši,/ˈʋirʃi/
vintofka,/ˈʋintofkɑ/
vihmakuu,/ˈʋihmɑkuː/
virži,/ˈʋirʒi/
vuozi,/ˈʋuo̯zʲi/
viärä,/ˈʋiæ̯ræ/
värči,/ˈʋært͡ʃi/
väkövä,/ˈʋækøʋæ/
yhekšän,/ˈyhekʃæn/
yksi,/ˈyksʲi/
vozduha,/ˈʋozduhɑ/
yksitoista,/ˈyksʲitoi̯stɑ/
yö,/ˈyø̯/
äkevyš,/ˈækeʋyʃ/
ägie,/ˈæɡie̯/
äijä,/ˈæi̯jæ/
äijän,/ˈæi̯jæn/
Äijäpäivä,/ˈæi̯jæpæi̯ʋæ/
ämmä,/ˈæmːæ/
äkie,/ˈækie̯/
ämmö,/ˈæmːø/
hoppu,/ˈhopːu/
homeh,/ˈhomeh/
hiän,/ˈhiæ̯n/
honka,/ˈhoŋkɑ/
huuli,/ˈhuːlʲi/
hukankorenda,/ˈhukɑŋkorendɑ/
Hospodi,/ˈhospodʲi/
huukkaja,/ˈhuːkːɑjɑ/
honga,/ˈhoŋɡɑ/
hyybie,/ˈhyːbie̯/
hyppy,/ˈhypːy/
iččeni,/ˈit͡ʃːenʲi/
härkä,/ˈhærkæ/
höyli,/ˈhøy̯lʲi/
iččeš,/ˈit͡ʃːeʃ/
iče,/ˈit͡ʃe/
ijunʹa,/ˈijunʲɑ/
ilveyš,/ˈilʋey̯ʃ/
ilda,/ˈildɑ/
imadra,/ˈimɑdrɑ/
janvari,/ˈjɑnʋɑrʲi/
istuo,/ˈistuo̯/
itikkä,/ˈitʲikːæ/
ižä,/ˈiʒæ/
jauhuo,/ˈjɑu̯huo̯/
jogo,/ˈjoɡo/
jevrei,/ˈjeʋrei̯/
juuri,/ˈjuːri/
jälgi,/ˈjælʲɡi/
jänisʹ,/ˈjænʲisʲ/
jälki,/ˈjælʲki/
kahekšan,/ˈkɑhekʃɑn/
kahvi,/ˈkɑhʋi/
kainalo,/ˈkɑi̯nɑlo/
kaivua,/ˈkɑi̯ʋuɑ̯/
kangaš,/ˈkɑŋɡɑʃ/
kaklapaikka,/ˈkɑklɑpɑi̯kːɑ/
kakla,/ˈkɑklɑ/
kanda,/ˈkɑndɑ/
kani,/ˈkɑnʲi/
Kannanlakši,/ˈkɑnːɑnlɑkʃi/
kanši,/ˈkɑnʃi/
kankaš,/ˈkɑŋkɑʃ/
karhu,/ˈkɑrhu/
kasi,/ˈkɑsʲi/
keli,/ˈkelʲi/
kartouhka,/ˈkɑrtou̯hkɑ/
karjalaini,/ˈkɑrjɑlɑi̯nʲi/
keški-ikäni,/ˈkeʃkiikænʲi/
kerppu,/ˈkerpːu/
keškiigäne,/ˈkeʃkiiɡænʲe/
keltani,/ˈkeltɑnʲi/
kežäkuu,/ˈkeʒækuː/
kirikkö,/ˈkirikːø/
kevätkuu,/ˈkeʋætkuː/
keviä,/ˈkeʋiæ̯/
kieli,/ˈkie̯lʲi/
keviäkuu,/ˈkeʋiæ̯kuː/
kiukua,/ˈkiu̯kuɑ̯/
kišša,/ˈkiʃːɑ/
kodi,/ˈkodʲi/
kniiga,/ˈknʲiːɡɑ/
koira,/ˈkoi̯rɑ/
koivu,/ˈkoi̯ʋu/
kniika,/ˈknʲiːkɑ/
kofei,/ˈkofei̯/
korkie,/ˈkorkie̯/
korpi,/ˈkorpi/
korvašieni,/ˈkorʋɑʃie̯nʲi/
kokka,/ˈkokːɑ/
konža,/ˈkonʒɑ/
kolmaš,/ˈkolmɑʃ/
koški,/ˈkoʃki/
kukka,/ˈkukːɑ/
kumbane,/ˈkumbɑnʲe/
kravatti,/ˈkrɑʋɑtʲːi/
krečču,/ˈkret͡ʃːu/
kulkkulaki,/ˈkulkːulɑki/
kumpani,/ˈkumpɑnʲi/
kumpi,/ˈkumpi/
kylvö,/ˈkylʲʋø/
kuva,/ˈkuʋɑ/
kuuši,/ˈkuːʃi/
kuuši,/ˈkuːʃi/
kylä,/ˈkylʲæ/
kynkä,/ˈkyŋkæ/
käsi,/ˈkæsʲi/
kärgi,/ˈkærɡi/
kymmenen,/ˈkymːenen/
käzi,/ˈkæzʲi/
käyvvä,/ˈkæy̯ʋːæ/
lapši,/ˈlɑpʃi/
lambi,/ˈlɑmbi/
linna,/ˈlʲinːɑ/
leppä,/ˈlʲepːæ/
lika,/ˈlʲikɑ/
laukku,/ˈlɑu̯kːu/
liäšö,/ˈliæ̯ʃø/
lintu,/ˈlʲintu/
louhi,/ˈlou̯hi/
lypšyä,/ˈlʲypʃyæ̯/
lutikka,/ˈlutʲikːɑ/
lumi,/ˈlumi/
lʹolʹlʹo,/ˈlʲolʲːo/
maito,/ˈmɑi̯to/
manšikka,/ˈmɑnʃikːɑ/
meččä,/ˈmet͡ʃːæ/
meri,/ˈmeri/
marta,/ˈmɑrtɑ/
mozgu,/ˈmozɡu/
muailma,/ˈmuɑ̯ilmɑ/
mozgut,/ˈmozɡut/
mie,/ˈmie̯/
mela,/ˈmelɑ/
mykrä,/ˈmykræ/
muamygrä,/ˈmuɑ̯myɡræ/
mygrä,/ˈmyɡræ/
mušta,/ˈmuʃtɑ/
naine,/ˈnɑi̯nʲe/
niken,/ˈnʲiken/
nimi,/ˈnʲimi/
niädä,/ˈnʲiæ̯dæ/
niätä,/ˈnʲiæ̯tæ/
nyköiskarjalaini,/ˈnʲykøi̯skɑrjɑlɑi̯nʲi/
oktʹabrʹa,/ˈoktʲɑbrʲɑ/
osra,/ˈosrɑ/
painajaini,/ˈpɑi̯nɑjɑi̯nʲi/
nʹonʹnʹo,/ˈnʲonʲːo/
pakkaiskuu,/ˈpɑkːɑi̯skuː/
pakkani,/ˈpɑkːɑnʲi/
palokärki,/ˈpɑlokærki/
pakkane,/ˈpɑkːɑne/
peldohiiri,/ˈpeldohiːrʲi/
pavarča,/ˈpɑʋɑrt͡ʃɑ/
pillu,/ˈpilːu/
palava,/ˈpɑlɑʋɑ/
pimie,/ˈpimie̯/
petra,/ˈpetrɑ/
piässä,/ˈpiæ̯sʲːæ/
piä,/ˈpiæ̯/
pokko,/ˈpokːo/
purgu,/ˈpurɡu/
päivä,/ˈpæi̯ʋæ/
rikaš,/ˈrikɑʃ/
pränä,/ˈprænʲæ/
porraš,/ˈporːɑʃ/
ružja,/ˈruʒjɑ/
Ruočči,/ˈruo̯t͡ʃːi/
rotta,/ˈrotːɑ/
sakona,/ˈsɑkonɑ/
šajekuu,/ˈʃɑjekuː/
rikaškäsini,/ˈrikɑʃkæsʲinʲi/
smeja,/ˈsmejɑ/
šie,/ˈʃie̯/
šeinä,/ˈʃei̯nʲæ/
šanakirja,/ˈʃɑnɑkirjɑ/
šuuri,/ˈʃuːri/
šinini,/ˈʃinʲinʲi/
šygyžkuu,/ˈʃyɡyʃkuː/
šykšy,/ˈʃykʃy/
šuuruš,/ˈʃuːruʃ/
šyyš-,/ˈʃyːʃ/
zmeja,/ˈzmejɑ/
žiivatta,/ˈʒiːʋɑtːɑ/
zirkalo,/ˈzʲirkɑlo/
tosi,/ˈtosʲi/
tikka,/ˈtʲikːɑ/
toine,/ˈtoi̯nʲe/
tuisku,/ˈtui̯sku/
toži,/ˈtoʒi/
tytär,/ˈtʲytʲær/
tämä,/ˈtʲæmæ/
tämä,/ˈtʲæmæ/
toini,/ˈtoi̯nʲi/
tuo,/ˈtuo̯/
vaihto,/ˈʋɑi̯hto/
tuulikuu,/ˈtuːlʲikuː/
uuni,/ˈuːnʲi/
veičči,/ˈʋei̯t͡ʃːi/
valehičča,/ˈʋɑlehit͡ʃːɑ/
veniälä,/ˈʋenʲiæ̯lʲæ/
veri,/ˈʋerʲi/
velli,/ˈʋelʲːi/
vihma,/ˈʋihmɑ/
verkko,/ˈʋerkːo/
vezi,/ˈʋezʲi/
vesikorento,/ˈʋesʲikorento/
vuojeh,/ˈʋuo̯jeh/
vilu,/ˈʋilu/
viijes,/ˈʋiːjes/
viisi,/ˈʋiːsʲi/
vägevä,/ˈʋæɡeʋæ/
yksitoisʹtʹa,/ˈyksʲitoi̯sʲtʲɑ/
vuosi,/ˈʋuo̯sʲi/
yskä,/ˈysʲkæ/
vägövä,/ˈʋæɡøʋæ/
yškä,/ˈyʃkæ/
värčči,/ˈʋært͡ʃːi/
myö,/ˈmyø̯/
kakši,/ˈkɑkʃi/
mussikka,/ˈmusʲːikːɑ/
männä,/ˈmænːæ/
kipu,/ˈkipu/
nuori,/ˈnuo̯ri/
peldo,/ˈpeldo/
noita,/ˈnoi̯tɑ/
pelto,/ˈpelto/
pimiekuu,/ˈpimie̯kuː/
sinine,/ˈsʲinʲinʲe/
rašvakatti,/ˈrɑʃʋɑkɑtʲːi/
priha,/ˈprihɑ/
šija,/ˈʃijɑ/
šiivatta,/ˈʃiːʋɑtːɑ/
ryžä,/ˈryʒæ/
širkkalo,/ˈʃirkːɑlo/
toini toisen,/ˈtoi̯nʲi toi̯sen/
vanhembi,/ˈʋɑnhembi/
tuatto,/ˈtuɑ̯tːo/
valehella,/ˈʋɑlehelːɑ/
viizi,/ˈʋiːzʲi/
vuoži,/ˈʋuo̯ʒi/
